,nifty_log_return
2019-07-30,-0.00262981138032362
2019-07-31,0.009534334939342883
2019-08-01,-0.00709876770884696
2019-08-02,-0.0023635178362404526
2019-08-05,0.02282905963261174
2019-08-06,-0.009276903079708125
2019-08-07,-0.0004237480957116759
2019-08-08,-0.00022552746181761838
2019-08-09,-0.0007181030296652952
2019-08-12,-0.008959906398386886
2019-08-13,0.011733937419353541
2019-08-14,-0.008240209412279282
2019-08-15,0.0025047875518022563
2019-08-16,0.003140757450994599
2019-08-19,-0.00660660322307259
2019-08-20,-9.154530218902042e-05
2019-08-21,-0.018279388895053462
2019-08-22,-0.000328597517071493
2019-08-23,-0.01631856955631218
2019-08-26,-0.004459127662835188
2019-08-27,-0.0056930665849561045
2019-08-28,0.013414364695332203
2019-08-29,-0.0016172128997462988
2019-08-30,0.00671079898501035
2019-09-02,0.008128644168805828
2019-09-03,0.0007777003770691002
2019-09-04,-0.003529940184965332
2019-09-05,2.6774813311196936e-05
2019-09-06,-0.007847150346401
2019-09-09,0.011267648548176154
2019-09-10,-0.009846030232468241
2019-09-11,0.009079076898919554
2019-09-12,-0.012591620811343959
2019-09-13,-0.0007301861414674556
2019-09-16,-0.0036091481719584856
2019-09-17,-0.0008714026750917885
2019-09-18,-0.0002194938580979075
2019-09-19,-0.01525996592643493
2019-09-20,0.011820678286027854
2019-09-23,0.010189186146318427
2019-09-24,-0.014913694038951245
2019-09-25,-0.0010052594289988747
2019-09-26,0.0012762304894793069
2019-09-27,0.007247956251159121
2019-09-30,-0.005000568554100382
2019-10-01,-0.011839099968562495
2019-10-02,0.006693657577307322
2019-10-03,0.002090624903088146
2019-10-04,0.009521950412946517
2019-10-07,0.0029444538117025998
2019-10-08,0.002207484043023513
2019-10-09,0.003624742645285931
2019-10-10,-0.008968653106692665
2019-10-11,0.010672083099075361
2019-10-14,0.0050920539433922385
2019-10-15,0.005067493521157313
2019-10-16,0.007252956681667494
2019-10-17,-0.00461975849806659
2019-10-18,-0.0022257063279157215
2019-10-21,0.010960488899196106
2019-10-22,0.006393441374531666
2019-10-23,-0.003813019334296249
2019-10-24,0.0055320330111545205
2019-10-25,-0.00971155971549216
2019-10-28,-0.008485352880611346
2019-10-29,0.02229459814054942
2019-10-30,-0.004016852953071876
2019-10-31,0.001820123297716608
2019-11-01,-0.008444216417741636
2019-11-04,-0.013674078776466531
2019-11-05,-0.0013455670218219138
2019-11-06,-0.004888145308427442
2019-11-07,0.013884851443467119
2019-11-08,-0.0052351924971683166
2019-11-11,0.013120900198635925
2019-11-12,-0.01623253887760787
2019-11-13,-0.009510523525704466
2019-11-14,-0.01515632813470129
2019-11-15,-0.01973081781993738
2019-11-18,0.0063281752956070685
2019-11-19,-0.018713373056986435
2019-11-20,0.011818271797922142
2019-11-21,0.0035603679035100724
2019-11-22,-0.002317731445729342
2019-11-25,0.03554885646090894
2019-11-26,0.01969541361586863
2019-11-27,0.01642865814627755
2019-11-28,0.009271578985329473
2019-11-29,-0.01561576521117589
2019-12-02,-0.015119192935846673
2019-12-03,0.01349106666966216
2019-12-04,0.014400347951082424
2019-12-05,0.042205400823688906
2019-12-06,-0.019015422949773566
2019-12-09,0.012021557903256557
2019-12-10,-0.0166126372587398
2019-12-11,-0.021461354960744163
2019-12-12,0.013231924131324256
2019-12-13,-0.004810061844646248
2019-12-16,-0.0026024353540939254
2019-12-17,-0.018542712298063115
2019-12-18,-0.011209121488699908
2019-12-19,0.03792245927700159
2019-12-20,0.05346595535539201
2019-12-23,0.02467912118222747
2019-12-24,-0.026542048570737987
2019-12-25,-0.016767995634483168
2019-12-26,-0.04126107352486381
2019-12-27,0.010884642149973643
2019-12-30,-0.010646368244284743
2019-12-31,-0.014729060955706873
2020-01-01,0.014941133103668998
2020-01-02,-0.01663740203345506
2020-01-03,-0.006552013874120368
2020-01-06,-0.024568844607275254
2020-01-07,-0.017559464997621756
2020-01-08,-0.026071610178082877
2020-01-09,-0.0087060510091008
2020-01-10,-0.015363590294301477
2020-01-13,0.0009297670621754512
2020-01-14,0.0014223411438875487
2020-01-15,-0.010587093712854937
2020-01-16,0.022406128066452063
2020-01-17,-0.004184257943363915
2020-01-20,0.002793950691170705
2020-01-21,-0.02240637784985113
2020-01-22,0.024801351824060906
2020-01-23,-0.019818318765111566
2020-01-24,0.0007957010221568165
2020-01-27,-0.003150734451965467
2020-01-28,-0.019028304883941187
2020-01-29,0.00875211050790616
2020-01-30,0.0025132301184296545
2020-01-31,-0.0009525207965427938
2020-02-03,-0.00597553357531448
2020-02-04,0.00645258649990545
2020-02-05,0.002161526766492186
2020-02-06,0.0005875844293688074
2020-02-07,-0.03439941039082011
2020-02-10,-0.007674138513473166
2020-02-11,0.019969718545218042
2020-02-12,0.003348004411562754
2020-02-13,1.1773177998172607e-05
2020-02-14,-0.015235354253416303
2020-02-17,-0.0012373555158078928
2020-02-18,-0.0009591851978270307
2020-02-19,-0.00022550398046653977
2020-02-20,-0.0001637526984950924
2020-02-21,-0.004389544168394158
2020-02-24,-0.007763146179017994
2020-02-25,-0.01983008316794285
2020-02-26,-0.010701075750405593
2020-02-27,0.0072921429176919005
2020-02-28,-0.0035619544898204568
2020-03-02,-0.008909987163405929
2020-03-03,0.007670465767112131
2020-03-04,0.004283984561798064
2020-03-05,0.000893053616463264
2020-03-06,0.007628918308222009
2020-03-09,0.005377869345444698
2020-03-10,0.005889769975682179
2020-03-11,0.001962545275891651
2020-03-12,-0.007906507643913211
2020-03-13,-0.010220725459027823
2020-03-16,-0.014684057336907043
2020-03-17,-0.0031459823431355546
2020-03-18,-0.013471155284267967
2020-03-19,-0.011049208193754755
2020-03-20,-0.004760174665801712
2020-03-23,0.009708190195030568
2020-03-24,0.004090340063736267
2020-03-25,0.005657491582200884
2020-03-26,0.004394972005056593
2020-03-27,-0.006409991598176719
2020-03-30,0.005886591696367951
2020-03-31,-0.009632444458610032
2020-04-01,0.00320981079652133
2020-04-02,-0.0009733144555344151
2020-04-03,-0.005293590808175438
2020-04-06,-0.0010174650845948888
2020-04-07,0.011798469268682965
2020-04-08,0.003113973025724634
2020-04-09,-0.021784227107835327
2020-04-10,-0.0032316136426554934
2020-04-13,0.005519542355017188
2020-04-14,0.007366857284148966
2020-04-15,0.0013064707509808815
2020-04-16,0.003267208738540917
2020-04-17,-0.006930360002303507
2020-04-20,0.0018649661686780381
2020-04-21,0.011097372188660326
2020-04-22,-0.01154441945143182
2020-04-23,0.0014202468916800417
2020-04-24,0.010290829066359143
2020-04-27,-0.012412110213533343
2020-04-28,0.011353915222732318
2020-04-29,-0.0029744570651189356
2020-04-30,-0.006978303829214669
2020-05-01,-0.012526488499107358
2020-05-04,-0.0064440325218170285
2020-05-05,-0.0012512261899927674
2020-05-06,-0.00802585343395814
2020-05-07,-0.006069228824299713
2020-05-08,-8.509399462870373e-05
2020-05-11,-0.00549639034030347
2020-05-12,0.003359938089764517
2020-05-13,0.0024642029959380867
2020-05-14,0.0011283475626143794
2020-05-15,0.011281025841077154
2020-05-18,0.0003906467882920621
2020-05-19,-0.004506344899517382
2020-05-20,-0.006343132298605667
2020-05-21,-0.0036272993636095614
2020-05-22,0.006560490204967546
2020-05-25,-0.004459491720902051
2020-05-26,0.0018444912788751848
2020-05-27,-0.0046044729361865286
2020-05-28,0.0025392335383590237
2020-05-29,0.0004484778776350391
2020-06-01,-0.0059042949883475635
2020-06-02,0.015761618946185416
2020-06-03,-0.00728123712000436
2020-06-04,-0.0027571945343691636
2020-06-05,0.0008150061495693739
2020-06-08,0.0038876019006559453
2020-06-09,-0.014541214369740907
2020-06-10,-0.005948375323208976
2020-06-11,0.006053107044374719
2020-06-12,0.00046002937121664454
2020-06-15,-0.03390675144433533
2020-06-16,-0.0009628989153209927
2020-06-17,0.00942597962420534
2020-06-18,0.02045350408629629
2020-06-19,0.02060506103797215
2020-06-22,0.0044952734224758175
2020-06-23,0.01337890683313697
2020-06-24,-0.0019500663850219842
2020-06-25,0.017092343091881998
2020-06-26,0.018808037159093478
2020-06-29,-0.0034373697750932557
2020-06-30,0.013255304421169326
2020-07-01,0.002404807833374948
2020-07-02,0.0028888869791262053
2020-07-03,0.005494820826363636
2020-07-06,0.0035004517556809635
2020-07-07,0.005119629890838911
2020-07-08,0.0038577458433596864
2020-07-09,-0.006928704238002603
2020-07-10,0.0038696375767668426
2020-07-13,-0.007156149536955868
2020-07-14,-0.011213015474188353
2020-07-15,0.021634671896679458
2020-07-16,0.006810406587500868
2020-07-17,0.01573465445259484
2020-07-20,0.01303159514853104
2020-07-21,0.0028026032580147305
2020-07-22,-0.010859866112340456
2020-07-23,-0.0026747291053445523
2020-07-24,-0.014721248920904194
2020-07-27,-0.005199591268273605
2020-07-28,0.005123641648461453
2020-07-29,-0.000867380122287905
2020-07-30,0.00076169231771708
2020-07-31,-0.006884937631975594
2020-08-03,0.0036830290403219884
2020-08-04,-0.013299215433419583
2020-08-05,0.0045559049153574465
2020-08-06,-0.002227502152253562
2020-08-07,0.004249090461891588
2020-08-10,0.005600886122647217
2020-08-11,-0.00449210632653909
2020-08-12,-0.0034583110725542113
2020-08-13,0.004464657784016947
2020-08-14,0.00804367113964005
2020-08-17,-0.002250865420009325
2020-08-18,0.006884142869250802
2020-08-19,-0.006274011776809947
2020-08-20,-0.002824496381214411
2020-08-21,0.005460521598840282
2020-08-24,0.0018835166859657085
2020-08-25,-0.005026374389831546
2020-08-26,0.0012782889863407582
2020-08-27,-0.0002678265385357147
2020-08-28,0.0031119411704777084
2020-08-31,-0.002374900885170619
2020-09-01,-0.0006278509491897816
2020-09-02,-0.005541584769870704
2020-09-03,-0.000947028828593233
2020-09-04,-0.004828328943732618
2020-09-07,-0.003868253844748939
2020-09-08,-0.00010923392135413436
2020-09-09,-0.0029525349852181563
2020-09-10,-0.0001025128011619481
2020-09-11,-0.002596020971932824
2020-09-14,0.0029422488994118754
2020-09-15,-0.0005798078532143214
2020-09-16,-0.00045555372882760144
2020-09-17,0.0032243477269153554
2020-09-18,-0.0037120493271124927
2020-09-21,-0.007146601855314803
2020-09-22,0.0018198479348430258
2020-09-23,0.006833380833915331
2020-09-24,0.005949449804961133
2020-09-25,-0.008703278681140637
2020-09-28,0.0030667747036155508
2020-09-29,-0.005946631319515936
2020-09-30,-0.005105022695694378
2020-10-01,0.00879713938100358
2020-10-02,-0.011973792463614793
2020-10-05,0.004797603379202037
2020-10-06,-0.0001837521931756051
2020-10-07,0.0059784747596121545
2020-10-08,-0.005408099793670433
2020-10-09,0.01078660618318529
2020-10-12,0.007321841971601172
2020-10-13,-0.005179928902568639
2020-10-14,-0.006832000424555452
2020-10-15,-0.0033466376332545065
2020-10-16,-0.005946498021621796
2020-10-19,-0.012417132075329464
2020-10-20,0.0075142532663859
2020-10-21,0.003926173193474476
2020-10-22,-0.010087133022562337
2020-10-23,0.024895430459498952
2020-10-26,-0.0017589574570392244
2020-10-27,-0.012920108548611855
2020-10-28,0.01875024584786568
2020-10-29,0.011621005565932143
2020-10-30,-0.000326590341388309
2020-11-02,0.00790493649355498
2020-11-03,0.007165725859430759
2020-11-04,-0.00483945478498168
2020-11-05,0.00864499641588759
2020-11-06,0.009235358307439157
2020-11-09,-0.002068214605234236
2020-11-10,0.012447108917229903
2020-11-11,6.99899706534698e-05
2020-11-12,-0.020187573792448073
2020-11-13,-0.001249117917226596
2020-11-16,-0.0007717550209360388
2020-11-17,-0.0012270486113843398
2020-11-18,-0.015553381477844685
2020-11-19,-0.003275111013472128
2020-11-20,-0.0031197032401542694
2020-11-23,0.00104758312855477
2020-11-24,0.011566250349310142
2020-11-25,-0.024784243668692106
2020-11-26,0.0031537984126912377
2020-11-27,-0.015465258211450818
2020-11-30,0.015503636391449263
2020-12-01,-0.007164008037118652
2020-12-02,0.014551017750806982
2020-12-03,0.00012545689406067738
2020-12-04,-0.008662868845986396
2020-12-07,-0.021107826496189204
2020-12-08,0.0033516517663746076
2020-12-09,0.022143919986837995
2020-12-10,0.01968875584288044
2020-12-11,0.0039400016607995325
2020-12-14,0.011064628986124394
2020-12-15,-0.033585116043758974
2020-12-16,-0.012899652446659372
2020-12-17,-0.023012878074489387
2020-12-18,0.0037549590933060365
2020-12-21,-0.006149022106518464
2020-12-22,-0.026811418162851774
2020-12-23,-0.008813349143825916
2020-12-24,0.019847324399203132
2020-12-25,0.02717496124570146
2020-12-28,0.01177848114020455
2020-12-29,-0.015328975048701319
2020-12-30,-0.016768075546282603
2020-12-31,-0.010602504793621357
2021-01-01,0.033759548414864185
2021-01-04,0.02763859990001097
2021-01-05,0.004083944388781315
2021-01-06,0.0031725586087941893
2021-01-07,-0.020420844136054064
2021-01-08,-0.008481490601706559
2021-01-11,-0.001602029815464437
2021-01-12,-0.013383059333257927
2021-01-13,-0.013407075404226053
2021-01-14,0.014762419360274143
2021-01-15,-0.01942585832701934
2021-01-18,0.014805956054913895
2021-01-19,0.017733448744555697
2021-01-20,0.015653444240428728
2021-01-21,-0.0016933963700931688
2021-01-22,-0.009993381386495689
2021-01-25,0.010420321298607602
2021-01-26,0.021680357331201338
2021-01-27,0.0017316325477827936
2021-01-28,0.0328663101774106
2021-01-29,0.016644286293689765
2021-02-01,-0.0025636301546845676
2021-02-02,-0.012172318416758235
2021-02-03,-0.024812657840120517
2021-02-04,-0.004538670115727153
2021-02-05,0.007565736584950005
2021-02-08,-0.010106820773172698
2021-02-09,0.013479756814254874
2021-02-10,0.005692503366481167
2021-02-11,-0.005068482526382782
2021-02-12,-0.00489336246952698
2021-02-15,-0.004740435367106779
2021-02-16,-0.00689314266705844
2021-02-17,0.01330255942213011
2021-02-18,-0.0011293556435175763
2021-02-19,0.006165676037591076
2021-02-22,0.009653388589973595
2021-02-23,-0.01777747912370935
2021-02-24,-0.0147645219291262
2021-02-25,0.007954490599823286
2021-02-26,-0.024807193609520974
2021-03-01,-0.005181091400801545
2021-03-02,-0.004976042739323483
2021-03-03,-0.030594002825461604
2021-03-04,-0.00526455714305734
2021-03-05,-0.011017254576676204
2021-03-08,-0.0032717305545830857
2021-03-09,0.006746361270227046
2021-03-10,0.015381245038320045
2021-03-11,0.017479271568333135
2021-03-12,-0.020032824686449856
2021-03-15,0.008977794865746031
2021-03-16,-0.006052763157112143
2021-03-17,0.009139543782716931
2021-03-18,0.015817024013343103
2021-03-19,0.007515036831204426
2021-03-22,0.021631352766922244
2021-03-23,0.02309256110813348
2021-03-24,0.010846367191750986
2021-03-25,-0.01618974487669521
2021-03-26,0.006844740830926546
2021-03-29,0.007510172305714411
2021-03-30,-0.01724251768536284
2021-03-31,0.033112183578739234
2021-04-01,-0.022967545838842623
2021-04-02,0.007900850039697966
2021-04-05,0.025125047106784364
2021-04-06,-0.025829408531379754
2021-04-07,-0.01372603494311648
2021-04-08,-0.022538631580119737
2021-04-09,-0.003676576538530692
2021-04-12,-0.00546759238757749
2021-04-13,0.01629370050234684
2021-04-14,0.021118247960873224
2021-04-15,-0.0025397122373498984
2021-04-16,0.00686753297868564
2021-04-19,0.005860374229522242
2021-04-20,-0.014403242913430472
2021-04-21,-0.010704509159339827
2021-04-22,-0.005090477719568367
2021-04-23,0.012656479915120028
2021-04-26,-0.005791339545341906
2021-04-27,0.011626758055973565
2021-04-28,0.0009219972902447408
2021-04-29,0.006724091466452398
2021-04-30,0.014176575326243683
2021-05-03,0.017912630004579728
2021-05-04,0.0109171723119141
2021-05-05,0.007982520565225384
2021-05-06,-0.016711237225208588
2021-05-07,-0.006952113592161302
2021-05-10,-0.0042457386797334655
2021-05-11,-0.0184591766091748
2021-05-12,0.006745452530785002
2021-05-13,0.00960883058103156
2021-05-14,0.006029766741586655
2021-05-17,-0.02157891138422628
2021-05-18,0.008068092737361471
2021-05-19,-0.0001726689127992433
2021-05-20,0.020185262137372133
2021-05-21,-0.010326073219227088
2021-05-24,-0.018206476526221937
2021-05-25,0.007272525526192127
2021-05-26,-0.005157408200872233
2021-05-27,0.012469388993134245
2021-05-28,-0.0066804789512846284
2021-05-31,-0.007784996092895563
2021-06-01,-0.015792010958181554
2021-06-02,-0.006732875560533899
2021-06-03,-0.007523672669734479
2021-06-04,0.0034827875920537287
2021-06-07,-0.017102866641728436
2021-06-08,-0.013855628694234437
2021-06-09,-0.018048972671211718
2021-06-10,-0.02052847488870172
2021-06-11,-0.0018587821817574051
2021-06-14,-0.0018061144941466786
2021-06-15,0.005359671774589651
2021-06-16,-0.014208738518943265
2021-06-17,-0.004348360935728823
2021-06-18,0.014221906724526516
2021-06-21,0.0033108312064677216
2021-06-22,-0.003899349301682578
2021-06-23,-0.009305111181792225
2021-06-24,0.007458840855518177
2021-06-25,-0.00479423549656117
2021-06-28,0.010270013256908302
2021-06-29,0.006661321814728343
2021-06-30,0.0159350513426095
2021-07-01,0.003559149116878007
2021-07-02,-0.00808093534664407
2021-07-05,0.005396447477240637
2021-07-06,-0.0014564536966341069
2021-07-07,-0.011530838984341643
2021-07-08,-0.004190913533950314
2021-07-09,-0.0002207940866411755
2021-07-12,0.012084421234289574
2021-07-13,0.012168918056018831
2021-07-14,0.010907752222781243
2021-07-15,0.018820080861470894
2021-07-16,0.0108443458440335
2021-07-19,-0.0114434458120472
2021-07-20,0.011879510453477217
2021-07-21,-0.013874387361396262
2021-07-22,0.0020085172006266967
2021-07-23,-0.00599900598177784
2021-07-26,0.017172535755756682
2021-07-27,-0.0007828148516987025
2021-07-28,0.004000509670906376
2021-07-29,0.00397765402294465
2021-07-30,0.011498848977377194
2021-08-02,-0.014616275858625467
2021-08-03,-0.00803302700860553
2021-08-04,0.007746302905006006
2021-08-05,-0.004657117022879092
2021-08-06,-0.01965316114294312
2021-08-09,0.024975299537058942
2021-08-10,-0.03143526277011002
2021-08-11,-0.005812620631152939
2021-08-12,0.01629308790652597
2021-08-13,0.0012971072356586686
2021-08-16,-0.024307160734010742
2021-08-17,-0.0011990463325796939
2021-08-18,-0.012492567880399071
2021-08-19,-0.006519563976689734
2021-08-20,-0.003368934160464723
2021-08-23,0.00838461761307805
2021-08-24,-0.010320718003756703
2021-08-25,-0.020445022902542097
2021-08-26,-0.0081479026882841
2021-08-27,0.010952630603378118
2021-08-30,0.009484349490949008
2021-08-31,-0.008192323045156052
2021-09-01,0.00634189542002371
2021-09-02,0.0070284235064122175
2021-09-03,0.005847960682232843
2021-09-06,-0.00892664191706912
2021-09-07,0.005182656485787913
2021-09-08,-0.001574678700583977
2021-09-09,-0.0016900417363164657
2021-09-10,0.005329846176707462
2021-09-13,-0.0006212735829553389
2021-09-14,0.003818656185877127
2021-09-15,0.003898263813765607
2021-09-16,-0.0036524829317346064
2021-09-17,-0.005036284428131937
2021-09-20,-2.7511625500976692e-05
2021-09-21,0.015908453586167926
2021-09-22,0.010333834745582872
2021-09-23,0.006170384227837833
2021-09-24,0.0013098963734770569
2021-09-27,0.006427694117775834
2021-09-28,-0.0024691592340250882
2021-09-29,0.006077378453467079
2021-09-30,-0.0008256557403484368
2021-10-01,0.0030703911901189
2021-10-04,-0.007064658624641877
2021-10-05,0.0033995511328814673
2021-10-06,0.004221661765905763
2021-10-07,0.0053250229700132256
2021-10-08,-0.009354990694683787
2021-10-11,-0.008788018120594522
2021-10-12,0.014659016052319923
2021-10-13,0.010924876479340491
2021-10-14,0.000776080693131818
2021-10-15,-0.006242679522038897
2021-10-18,-0.00783795533732484
2021-10-19,-0.011276131057463059
2021-10-20,-0.0015328736695726733
2021-10-21,0.001139340559665276
2021-10-22,-0.011336468908717895
2021-10-25,0.004023216274326187
2021-10-26,-0.01583810480835987
2021-10-27,0.00016636277808363263
2021-10-28,-0.002927332392147978
2021-10-29,0.01014656994575346
2021-11-01,0.006310021545173524
2021-11-02,-0.0035223865402227265
2021-11-03,-0.001282878846139121
2021-11-04,0.00804781357404043
2021-11-05,0.01149992950045881
2021-11-08,-0.005227106495492399
2021-11-09,0.009984519987339374
2021-11-10,0.009598640842170911
2021-11-11,0.006596947642934756
2021-11-12,-0.008225437954651795
2021-11-15,-0.007623476156167803
2021-11-16,0.004536903010876626
2021-11-17,0.009719833429763758
2021-11-18,-0.007310934138310147
2021-11-19,0.005485738183376171
2021-11-22,-0.013091372684691007
2021-11-23,0.0036763778789548666
2021-11-24,-0.011001803779012316
2021-11-25,0.0045089786384475495
2021-11-26,0.006888493951176479
2021-11-29,0.00781749990283231
2021-11-30,0.013251240492882626
2021-12-01,0.008548482746390319
2021-12-02,0.013392871127888737
2021-12-03,-0.010830043724214578
2021-12-06,-0.0028438590903576656
2021-12-07,0.0031761747847614983
2021-12-08,-0.0010565674904293872
2021-12-09,-0.02032542712602579
2021-12-10,-0.007205139682749725
2021-12-13,-0.018758215723316738
2021-12-14,0.024647983594148347
2021-12-15,0.0025312506673984595
2021-12-16,-0.018083969515477232
2021-12-17,-0.008031979878726357
2021-12-20,-0.009662011838460233
2021-12-21,-0.014616796294837054
2021-12-22,0.015697359880837047
2021-12-23,-0.009060101868593089
2021-12-24,-0.00398903690573472
2021-12-27,0.009282741559142315
2021-12-28,0.005355664135628424
2021-12-29,0.030718051192511357
2021-12-30,-0.0054470414389324135
2021-12-31,0.009734841973700486
2022-01-03,0.005664637502124088
2022-01-04,0.008564220111477035
2022-01-05,0.0034079223363927794
2022-01-06,0.004955548850449631
2022-01-07,-0.0010650015410759571
2022-01-10,-0.012226251595893025
2022-01-11,0.016576101923157213
2022-01-12,0.009336800333089233
2022-01-13,-0.027038120217508465
2022-01-14,0.004242927693245752
2022-01-17,-0.005724303333687076
2022-01-18,0.0016713440862305214
2022-01-19,0.0018924455325751693
2022-01-20,-0.0035956206145282194
2022-01-21,0.0018244847533237865
2022-01-24,-0.0003761313032276427
2022-01-25,-9.145645013543615e-05
2022-01-26,0.011680279540842014
2022-01-27,-0.020294591169095322
2022-01-28,-0.004233158911271877
2022-01-31,0.012178066419409245
2022-02-01,-0.009621136712812402
2022-02-02,0.0027404247636290727
2022-02-03,-0.01286820684426087
2022-02-04,0.008299147249256365
2022-02-07,-0.01938311046985084
2022-02-08,-0.003713127854860779
2022-02-09,-0.0027883567557910036
2022-02-10,-0.0003757277573662713
2022-02-11,-0.01781285333533981
2022-02-14,-0.004264702350153317
2022-02-15,0.0016735757050361797
2022-02-16,-0.0023841082661049213
2022-02-17,0.008968601885498823
2022-02-18,0.009817216159685591
2022-02-21,0.007395551450650946
2022-02-22,0.003203140071323723
2022-02-23,-0.010139808162423637
2022-02-24,-0.0007828662114581731
2022-02-25,0.011072571181005193
2022-02-28,-0.00021549548202813308
2022-03-01,0.013578513175094639
2022-03-02,0.015368503981688734
2022-03-03,0.007453084104078771
2022-03-04,0.000580089841451938
2022-03-07,-0.008259269538183853
2022-03-08,0.0008124478250676693
2022-03-09,-0.0006211593535857738
2022-03-10,0.0008619144486730363
