date,ticker,composite_score
2020-05-31,AXISBANK.NS,0.6041666666666666
2020-05-31,HINDUNILVR.NS,0.5625
2020-05-31,BHARTIARTL.NS,0.4791666666666667
2020-05-31,MARUTI.NS,0.5625
2020-05-31,SUNPHARMA.NS,0.5625
2020-06-30,RELIANCE.NS,0.6458333333333333
2020-06-30,TCS.NS,0.3541666666666667
2020-06-30,HDFCBANK.NS,0.7708333333333334
2020-06-30,INFY.NS,0.2916666666666667
2020-06-30,ICICIBANK.NS,0.625
2020-06-30,LT.NS,0.4583333333333333
2020-06-30,SBIN.NS,0.8333333333333334
2020-06-30,AXISBANK.NS,0.5833333333333334
2020-06-30,HINDUNILVR.NS,0.4375
2020-06-30,BHARTIARTL.NS,0.5625
2020-06-30,MARUTI.NS,0.4375
2020-06-30,SUNPHARMA.NS,0.5
2020-07-31,RELIANCE.NS,0.7708333333333334
2020-07-31,TCS.NS,0.25
2020-07-31,HDFCBANK.NS,0.5625
2020-07-31,INFY.NS,0.35416666666666663
2020-07-31,ICICIBANK.NS,0.49999999999999994
2020-07-31,LT.NS,0.5833333333333333
2020-07-31,SBIN.NS,0.8125000000000001
2020-07-31,AXISBANK.NS,0.625
2020-07-31,HINDUNILVR.NS,0.45833333333333337
2020-07-31,BHARTIARTL.NS,0.6666666666666666
2020-07-31,MARUTI.NS,0.4375
2020-07-31,SUNPHARMA.NS,0.47916666666666663
2020-08-31,RELIANCE.NS,0.7291666666666666
2020-08-31,TCS.NS,0.4583333333333333
2020-08-31,HDFCBANK.NS,0.6041666666666666
2020-08-31,INFY.NS,0.3541666666666667
2020-08-31,ICICIBANK.NS,0.5416666666666667
2020-08-31,LT.NS,0.5208333333333333
2020-08-31,SBIN.NS,0.7083333333333334
2020-08-31,AXISBANK.NS,0.5208333333333334
2020-08-31,HINDUNILVR.NS,0.4583333333333333
2020-08-31,BHARTIARTL.NS,0.6458333333333334
2020-08-31,MARUTI.NS,0.4583333333333333
2020-08-31,SUNPHARMA.NS,0.5
2020-09-30,RELIANCE.NS,0.7083333333333334
2020-09-30,TCS.NS,0.2916666666666667
2020-09-30,HDFCBANK.NS,0.7291666666666667
2020-09-30,INFY.NS,0.5208333333333333
2020-09-30,ICICIBANK.NS,0.5208333333333334
2020-09-30,LT.NS,0.5833333333333333
2020-09-30,SBIN.NS,0.8541666666666667
2020-09-30,AXISBANK.NS,0.45833333333333337
2020-09-30,HINDUNILVR.NS,0.47916666666666663
2020-09-30,BHARTIARTL.NS,0.5416666666666666
2020-09-30,MARUTI.NS,0.4375
2020-09-30,SUNPHARMA.NS,0.375
2020-10-31,RELIANCE.NS,0.625
2020-10-31,TCS.NS,0.3333333333333333
2020-10-31,HDFCBANK.NS,0.625
2020-10-31,INFY.NS,0.4583333333333333
2020-10-31,ICICIBANK.NS,0.3958333333333333
2020-10-31,LT.NS,0.6874999999999999
2020-10-31,SBIN.NS,0.75
2020-10-31,AXISBANK.NS,0.5833333333333334
2020-10-31,HINDUNILVR.NS,0.5
2020-10-31,BHARTIARTL.NS,0.5625
2020-10-31,MARUTI.NS,0.5208333333333333
2020-10-31,SUNPHARMA.NS,0.4583333333333333
2020-11-30,RELIANCE.NS,0.75
2020-11-30,TCS.NS,0.5
2020-11-30,HDFCBANK.NS,0.5833333333333334
2020-11-30,INFY.NS,0.3333333333333333
2020-11-30,ICICIBANK.NS,0.3958333333333333
2020-11-30,LT.NS,0.5624999999999999
2020-11-30,SBIN.NS,0.7083333333333334
2020-11-30,AXISBANK.NS,0.5833333333333333
2020-11-30,HINDUNILVR.NS,0.41666666666666663
2020-11-30,BHARTIARTL.NS,0.4583333333333333
2020-11-30,MARUTI.NS,0.5833333333333334
2020-11-30,SUNPHARMA.NS,0.625
2020-12-31,RELIANCE.NS,0.7291666666666667
2020-12-31,TCS.NS,0.4166666666666667
2020-12-31,HDFCBANK.NS,0.5833333333333334
2020-12-31,INFY.NS,0.3541666666666667
2020-12-31,ICICIBANK.NS,0.49999999999999994
2020-12-31,LT.NS,0.5208333333333333
2020-12-31,SBIN.NS,0.7291666666666667
2020-12-31,AXISBANK.NS,0.5208333333333334
2020-12-31,HINDUNILVR.NS,0.625
2020-12-31,BHARTIARTL.NS,0.4583333333333333
2020-12-31,MARUTI.NS,0.5
2020-12-31,SUNPHARMA.NS,0.5625
2021-01-31,RELIANCE.NS,0.7916666666666667
2021-01-31,TCS.NS,0.4375
2021-01-31,HDFCBANK.NS,0.7916666666666666
2021-01-31,INFY.NS,0.3958333333333333
2021-01-31,ICICIBANK.NS,0.4166666666666667
2021-01-31,LT.NS,0.6458333333333333
2021-01-31,SBIN.NS,0.6041666666666667
2021-01-31,AXISBANK.NS,0.45833333333333337
2021-01-31,HINDUNILVR.NS,0.45833333333333337
2021-01-31,BHARTIARTL.NS,0.4375
2021-01-31,MARUTI.NS,0.5208333333333333
2021-01-31,SUNPHARMA.NS,0.5416666666666666
2021-02-28,RELIANCE.NS,0.6458333333333334
2021-02-28,TCS.NS,0.3958333333333333
2021-02-28,HDFCBANK.NS,0.5833333333333334
2021-02-28,INFY.NS,0.5625
2021-02-28,ICICIBANK.NS,0.4375
2021-02-28,LT.NS,0.5208333333333333
2021-02-28,SBIN.NS,0.6875
2021-02-28,AXISBANK.NS,0.5
2021-02-28,HINDUNILVR.NS,0.5625
2021-02-28,BHARTIARTL.NS,0.4791666666666667
2021-02-28,MARUTI.NS,0.5
2021-02-28,SUNPHARMA.NS,0.625
2021-03-31,RELIANCE.NS,0.7291666666666666
2021-03-31,TCS.NS,0.3541666666666667
2021-03-31,HDFCBANK.NS,0.6875
2021-03-31,INFY.NS,0.5625
2021-03-31,ICICIBANK.NS,0.3958333333333333
2021-03-31,LT.NS,0.6041666666666666
2021-03-31,SBIN.NS,0.6041666666666667
2021-03-31,AXISBANK.NS,0.5
2021-03-31,HINDUNILVR.NS,0.5208333333333334
2021-03-31,BHARTIARTL.NS,0.47916666666666663
2021-03-31,MARUTI.NS,0.4791666666666667
2021-03-31,SUNPHARMA.NS,0.5833333333333333
2021-04-30,RELIANCE.NS,0.7291666666666666
2021-04-30,TCS.NS,0.3541666666666667
2021-04-30,HDFCBANK.NS,0.7708333333333334
2021-04-30,INFY.NS,0.5
2021-04-30,ICICIBANK.NS,0.4166666666666667
2021-04-30,LT.NS,0.5
2021-04-30,SBIN.NS,0.6041666666666667
2021-04-30,AXISBANK.NS,0.375
2021-04-30,HINDUNILVR.NS,0.6666666666666666
2021-04-30,BHARTIARTL.NS,0.5833333333333333
2021-04-30,MARUTI.NS,0.5416666666666667
2021-04-30,SUNPHARMA.NS,0.45833333333333337
2021-05-31,RELIANCE.NS,0.7916666666666667
2021-05-31,TCS.NS,0.2708333333333333
2021-05-31,HDFCBANK.NS,0.6666666666666666
2021-05-31,INFY.NS,0.4583333333333333
2021-05-31,ICICIBANK.NS,0.49999999999999994
2021-05-31,LT.NS,0.5208333333333333
2021-05-31,SBIN.NS,0.6666666666666667
2021-05-31,AXISBANK.NS,0.3958333333333333
2021-05-31,HINDUNILVR.NS,0.6875
2021-05-31,BHARTIARTL.NS,0.5208333333333333
2021-05-31,MARUTI.NS,0.4791666666666667
2021-05-31,SUNPHARMA.NS,0.5416666666666666
2021-06-30,RELIANCE.NS,0.8125
2021-06-30,TCS.NS,0.22916666666666669
2021-06-30,HDFCBANK.NS,0.6458333333333334
2021-06-30,INFY.NS,0.4375
2021-06-30,ICICIBANK.NS,0.4166666666666667
2021-06-30,LT.NS,0.4583333333333333
2021-06-30,SBIN.NS,0.6041666666666667
2021-06-30,AXISBANK.NS,0.625
2021-06-30,HINDUNILVR.NS,0.5625
2021-06-30,BHARTIARTL.NS,0.4375
2021-06-30,MARUTI.NS,0.6041666666666667
2021-06-30,SUNPHARMA.NS,0.6666666666666666
2021-07-31,RELIANCE.NS,0.7916666666666667
2021-07-31,TCS.NS,0.2708333333333333
2021-07-31,HDFCBANK.NS,0.6041666666666666
2021-07-31,INFY.NS,0.33333333333333337
2021-07-31,ICICIBANK.NS,0.4166666666666667
2021-07-31,LT.NS,0.6458333333333333
2021-07-31,SBIN.NS,0.6666666666666667
2021-07-31,AXISBANK.NS,0.5208333333333333
2021-07-31,HINDUNILVR.NS,0.6458333333333333
2021-07-31,BHARTIARTL.NS,0.5208333333333333
2021-07-31,MARUTI.NS,0.5416666666666667
2021-07-31,SUNPHARMA.NS,0.5416666666666666
2021-08-31,RELIANCE.NS,0.75
2021-08-31,TCS.NS,0.25
2021-08-31,HDFCBANK.NS,0.7291666666666666
2021-08-31,INFY.NS,0.3125
2021-08-31,ICICIBANK.NS,0.5625000000000001
2021-08-31,LT.NS,0.5833333333333333
2021-08-31,SBIN.NS,0.625
2021-08-31,AXISBANK.NS,0.47916666666666663
2021-08-31,HINDUNILVR.NS,0.5833333333333334
2021-08-31,BHARTIARTL.NS,0.5416666666666666
2021-08-31,MARUTI.NS,0.4791666666666667
2021-08-31,SUNPHARMA.NS,0.6041666666666666
2021-09-30,RELIANCE.NS,0.7916666666666666
2021-09-30,TCS.NS,0.25
2021-09-30,HDFCBANK.NS,0.7708333333333334
2021-09-30,INFY.NS,0.2916666666666667
2021-09-30,ICICIBANK.NS,0.5208333333333334
2021-09-30,LT.NS,0.4583333333333333
2021-09-30,SBIN.NS,0.7291666666666667
2021-09-30,AXISBANK.NS,0.5833333333333334
2021-09-30,HINDUNILVR.NS,0.5625
2021-09-30,BHARTIARTL.NS,0.3958333333333333
2021-09-30,MARUTI.NS,0.5625
2021-09-30,SUNPHARMA.NS,0.5833333333333333
2021-10-31,RELIANCE.NS,0.8958333333333334
2021-10-31,TCS.NS,0.3333333333333333
2021-10-31,HDFCBANK.NS,0.5833333333333334
2021-10-31,INFY.NS,0.375
2021-10-31,ICICIBANK.NS,0.4166666666666667
2021-10-31,LT.NS,0.5625
2021-10-31,SBIN.NS,0.7500000000000001
2021-10-31,AXISBANK.NS,0.5208333333333333
2021-10-31,HINDUNILVR.NS,0.625
2021-10-31,BHARTIARTL.NS,0.4375
2021-10-31,MARUTI.NS,0.375
2021-10-31,SUNPHARMA.NS,0.625
2021-11-30,RELIANCE.NS,0.8333333333333333
2021-11-30,TCS.NS,0.1875
2021-11-30,HDFCBANK.NS,0.6458333333333334
2021-11-30,INFY.NS,0.3125
2021-11-30,ICICIBANK.NS,0.5208333333333334
2021-11-30,LT.NS,0.5208333333333333
2021-11-30,SBIN.NS,0.625
2021-11-30,AXISBANK.NS,0.5833333333333334
2021-11-30,HINDUNILVR.NS,0.7291666666666666
2021-11-30,BHARTIARTL.NS,0.3541666666666667
2021-11-30,MARUTI.NS,0.5
2021-11-30,SUNPHARMA.NS,0.6875
2021-12-31,RELIANCE.NS,0.8541666666666666
2021-12-31,TCS.NS,0.22916666666666666
2021-12-31,HDFCBANK.NS,0.5416666666666667
2021-12-31,INFY.NS,0.22916666666666669
2021-12-31,ICICIBANK.NS,0.4791666666666667
2021-12-31,LT.NS,0.4166666666666667
2021-12-31,SBIN.NS,0.7083333333333334
2021-12-31,AXISBANK.NS,0.75
2021-12-31,HINDUNILVR.NS,0.75
2021-12-31,BHARTIARTL.NS,0.47916666666666663
2021-12-31,MARUTI.NS,0.5625
2021-12-31,SUNPHARMA.NS,0.5
2022-01-31,RELIANCE.NS,0.9166666666666666
2022-01-31,TCS.NS,0.1875
2022-01-31,HDFCBANK.NS,0.5416666666666667
2022-01-31,INFY.NS,0.1875
2022-01-31,ICICIBANK.NS,0.4166666666666667
2022-01-31,LT.NS,0.6458333333333333
2022-01-31,SBIN.NS,0.7916666666666667
2022-01-31,AXISBANK.NS,0.5833333333333334
2022-01-31,HINDUNILVR.NS,0.6666666666666666
2022-01-31,BHARTIARTL.NS,0.375
2022-01-31,MARUTI.NS,0.5208333333333333
2022-01-31,SUNPHARMA.NS,0.6666666666666666
2022-02-28,RELIANCE.NS,0.9583333333333334
2022-02-28,TCS.NS,0.3333333333333333
2022-02-28,HDFCBANK.NS,0.6458333333333334
2022-02-28,INFY.NS,0.22916666666666669
2022-02-28,ICICIBANK.NS,0.5000000000000001
2022-02-28,LT.NS,0.5624999999999999
2022-02-28,SBIN.NS,0.7916666666666667
2022-02-28,AXISBANK.NS,0.5625
2022-02-28,HINDUNILVR.NS,0.5833333333333333
2022-02-28,BHARTIARTL.NS,0.3958333333333333
2022-02-28,MARUTI.NS,0.375
2022-02-28,SUNPHARMA.NS,0.5625
2022-03-31,RELIANCE.NS,0.8541666666666666
2022-03-31,TCS.NS,0.33333333333333337
2022-03-31,HDFCBANK.NS,0.7083333333333334
2022-03-31,INFY.NS,0.14583333333333331
2022-03-31,ICICIBANK.NS,0.3333333333333333
2022-03-31,LT.NS,0.6041666666666666
2022-03-31,SBIN.NS,0.6666666666666667
2022-03-31,AXISBANK.NS,0.625
2022-03-31,HINDUNILVR.NS,0.625
2022-03-31,BHARTIARTL.NS,0.5208333333333333
2022-03-31,MARUTI.NS,0.375
2022-03-31,SUNPHARMA.NS,0.7083333333333333
2022-04-30,RELIANCE.NS,0.8541666666666667
2022-04-30,TCS.NS,0.39583333333333337
2022-04-30,HDFCBANK.NS,0.7916666666666667
2022-04-30,INFY.NS,0.1875
2022-04-30,ICICIBANK.NS,0.4583333333333333
2022-04-30,LT.NS,0.5625
2022-04-30,SBIN.NS,0.5833333333333334
2022-04-30,AXISBANK.NS,0.5625
2022-04-30,HINDUNILVR.NS,0.5833333333333333
2022-04-30,BHARTIARTL.NS,0.3958333333333333
2022-04-30,MARUTI.NS,0.5416666666666667
2022-04-30,SUNPHARMA.NS,0.5833333333333333
2022-05-31,RELIANCE.NS,0.7291666666666667
2022-05-31,TCS.NS,0.3333333333333333
2022-05-31,HDFCBANK.NS,0.5833333333333334
2022-05-31,INFY.NS,0.2708333333333333
2022-05-31,ICICIBANK.NS,0.5208333333333334
2022-05-31,LT.NS,0.6041666666666666
2022-05-31,SBIN.NS,0.6041666666666667
2022-05-31,AXISBANK.NS,0.6041666666666666
2022-05-31,HINDUNILVR.NS,0.625
2022-05-31,BHARTIARTL.NS,0.5
2022-05-31,MARUTI.NS,0.5208333333333334
2022-05-31,SUNPHARMA.NS,0.6041666666666666
2022-06-30,RELIANCE.NS,0.7083333333333333
2022-06-30,TCS.NS,0.45833333333333337
2022-06-30,HDFCBANK.NS,0.6666666666666667
2022-06-30,INFY.NS,0.20833333333333331
2022-06-30,ICICIBANK.NS,0.43749999999999994
2022-06-30,LT.NS,0.4166666666666667
2022-06-30,SBIN.NS,0.7083333333333334
2022-06-30,AXISBANK.NS,0.5625
2022-06-30,HINDUNILVR.NS,0.6666666666666666
2022-06-30,BHARTIARTL.NS,0.5416666666666667
2022-06-30,MARUTI.NS,0.5
2022-06-30,SUNPHARMA.NS,0.625
2022-07-31,RELIANCE.NS,0.7291666666666666
2022-07-31,TCS.NS,0.33333333333333337
2022-07-31,HDFCBANK.NS,0.6875000000000001
2022-07-31,INFY.NS,0.3125
2022-07-31,ICICIBANK.NS,0.43749999999999994
2022-07-31,LT.NS,0.4375
2022-07-31,SBIN.NS,0.6666666666666667
2022-07-31,AXISBANK.NS,0.7708333333333333
2022-07-31,HINDUNILVR.NS,0.6666666666666666
2022-07-31,BHARTIARTL.NS,0.5
2022-07-31,MARUTI.NS,0.5208333333333334
2022-07-31,SUNPHARMA.NS,0.4375
2022-08-31,RELIANCE.NS,0.8541666666666667
2022-08-31,TCS.NS,0.2916666666666667
2022-08-31,HDFCBANK.NS,0.5208333333333334
2022-08-31,INFY.NS,0.27083333333333337
2022-08-31,ICICIBANK.NS,0.4583333333333333
2022-08-31,LT.NS,0.4375
2022-08-31,SBIN.NS,0.7291666666666667
2022-08-31,AXISBANK.NS,0.7708333333333333
2022-08-31,HINDUNILVR.NS,0.6666666666666666
2022-08-31,BHARTIARTL.NS,0.49999999999999994
2022-08-31,MARUTI.NS,0.5208333333333334
2022-08-31,SUNPHARMA.NS,0.47916666666666663
2022-09-30,RELIANCE.NS,0.6666666666666667
2022-09-30,TCS.NS,0.35416666666666663
2022-09-30,HDFCBANK.NS,0.625
2022-09-30,INFY.NS,0.2916666666666667
2022-09-30,ICICIBANK.NS,0.3541666666666667
2022-09-30,LT.NS,0.5416666666666666
2022-09-30,SBIN.NS,0.7708333333333334
2022-09-30,AXISBANK.NS,0.5625
2022-09-30,HINDUNILVR.NS,0.6666666666666666
2022-09-30,BHARTIARTL.NS,0.5833333333333333
2022-09-30,MARUTI.NS,0.5208333333333334
2022-09-30,SUNPHARMA.NS,0.5625
2022-10-31,RELIANCE.NS,0.7083333333333334
2022-10-31,TCS.NS,0.4375
2022-10-31,HDFCBANK.NS,0.6041666666666667
2022-10-31,INFY.NS,0.3333333333333333
2022-10-31,ICICIBANK.NS,0.4583333333333333
2022-10-31,LT.NS,0.4166666666666667
2022-10-31,SBIN.NS,0.7083333333333334
2022-10-31,AXISBANK.NS,0.7708333333333333
2022-10-31,HINDUNILVR.NS,0.5208333333333334
2022-10-31,BHARTIARTL.NS,0.5208333333333333
2022-10-31,MARUTI.NS,0.5416666666666667
2022-10-31,SUNPHARMA.NS,0.47916666666666663
2022-11-30,RELIANCE.NS,0.75
2022-11-30,TCS.NS,0.3541666666666667
2022-11-30,HDFCBANK.NS,0.6458333333333334
2022-11-30,INFY.NS,0.3333333333333333
2022-11-30,ICICIBANK.NS,0.43749999999999994
2022-11-30,LT.NS,0.4791666666666667
2022-11-30,SBIN.NS,0.7083333333333334
2022-11-30,AXISBANK.NS,0.7083333333333333
2022-11-30,HINDUNILVR.NS,0.5416666666666666
2022-11-30,BHARTIARTL.NS,0.4791666666666667
2022-11-30,MARUTI.NS,0.5625
2022-11-30,SUNPHARMA.NS,0.5
2022-12-31,RELIANCE.NS,0.7291666666666666
2022-12-31,TCS.NS,0.20833333333333331
2022-12-31,HDFCBANK.NS,0.6666666666666666
2022-12-31,INFY.NS,0.3333333333333333
2022-12-31,ICICIBANK.NS,0.37499999999999994
2022-12-31,LT.NS,0.6041666666666666
2022-12-31,SBIN.NS,0.8541666666666667
2022-12-31,AXISBANK.NS,0.7291666666666666
2022-12-31,HINDUNILVR.NS,0.625
2022-12-31,BHARTIARTL.NS,0.5
2022-12-31,MARUTI.NS,0.3541666666666667
2022-12-31,SUNPHARMA.NS,0.5208333333333334
2023-01-31,RELIANCE.NS,0.6875
2023-01-31,TCS.NS,0.2708333333333333
2023-01-31,HDFCBANK.NS,0.7083333333333334
2023-01-31,INFY.NS,0.4375
2023-01-31,ICICIBANK.NS,0.4166666666666667
2023-01-31,LT.NS,0.5625
2023-01-31,SBIN.NS,0.6666666666666667
2023-01-31,AXISBANK.NS,0.6666666666666666
2023-01-31,HINDUNILVR.NS,0.5625
2023-01-31,BHARTIARTL.NS,0.3958333333333333
2023-01-31,MARUTI.NS,0.5416666666666667
2023-01-31,SUNPHARMA.NS,0.5833333333333334
2023-02-28,RELIANCE.NS,0.7708333333333333
2023-02-28,TCS.NS,0.29166666666666663
2023-02-28,HDFCBANK.NS,0.6458333333333334
2023-02-28,INFY.NS,0.35416666666666663
2023-02-28,ICICIBANK.NS,0.4583333333333333
2023-02-28,LT.NS,0.6041666666666666
2023-02-28,SBIN.NS,0.6875
2023-02-28,AXISBANK.NS,0.6875
2023-02-28,HINDUNILVR.NS,0.5416666666666666
2023-02-28,BHARTIARTL.NS,0.4791666666666667
2023-02-28,MARUTI.NS,0.5416666666666667
2023-02-28,SUNPHARMA.NS,0.4375
2023-03-31,RELIANCE.NS,0.75
2023-03-31,TCS.NS,0.20833333333333334
2023-03-31,HDFCBANK.NS,0.6458333333333334
2023-03-31,INFY.NS,0.5208333333333333
2023-03-31,ICICIBANK.NS,0.5416666666666667
2023-03-31,LT.NS,0.6458333333333333
2023-03-31,SBIN.NS,0.7291666666666667
2023-03-31,AXISBANK.NS,0.5416666666666666
2023-03-31,HINDUNILVR.NS,0.4583333333333333
2023-03-31,BHARTIARTL.NS,0.4166666666666667
2023-03-31,MARUTI.NS,0.45833333333333337
2023-03-31,SUNPHARMA.NS,0.5833333333333334
2023-04-30,RELIANCE.NS,0.7916666666666667
2023-04-30,TCS.NS,0.2708333333333333
2023-04-30,HDFCBANK.NS,0.6458333333333334
2023-04-30,INFY.NS,0.3541666666666667
2023-04-30,ICICIBANK.NS,0.5000000000000001
2023-04-30,LT.NS,0.5208333333333333
2023-04-30,SBIN.NS,0.8958333333333334
2023-04-30,AXISBANK.NS,0.5416666666666666
2023-04-30,HINDUNILVR.NS,0.5
2023-04-30,BHARTIARTL.NS,0.3958333333333333
2023-04-30,MARUTI.NS,0.4791666666666667
2023-04-30,SUNPHARMA.NS,0.6041666666666666
2023-05-31,RELIANCE.NS,0.9166666666666666
2023-05-31,TCS.NS,0.22916666666666669
2023-05-31,HDFCBANK.NS,0.5208333333333334
2023-05-31,INFY.NS,0.4375
2023-05-31,ICICIBANK.NS,0.5208333333333334
2023-05-31,LT.NS,0.6875
2023-05-31,SBIN.NS,0.6666666666666667
2023-05-31,AXISBANK.NS,0.5625
2023-05-31,HINDUNILVR.NS,0.5208333333333333
2023-05-31,BHARTIARTL.NS,0.5833333333333333
2023-05-31,MARUTI.NS,0.3958333333333333
2023-05-31,SUNPHARMA.NS,0.4583333333333333
2023-06-30,RELIANCE.NS,0.8541666666666667
2023-06-30,TCS.NS,0.4166666666666667
2023-06-30,HDFCBANK.NS,0.5833333333333334
2023-06-30,INFY.NS,0.3125
2023-06-30,ICICIBANK.NS,0.49999999999999994
2023-06-30,LT.NS,0.5416666666666666
2023-06-30,SBIN.NS,0.7083333333333334
2023-06-30,AXISBANK.NS,0.47916666666666663
2023-06-30,HINDUNILVR.NS,0.5
2023-06-30,BHARTIARTL.NS,0.4791666666666667
2023-06-30,MARUTI.NS,0.5416666666666667
2023-06-30,SUNPHARMA.NS,0.5833333333333333
2023-07-31,RELIANCE.NS,0.7708333333333334
2023-07-31,TCS.NS,0.25
2023-07-31,HDFCBANK.NS,0.6666666666666666
2023-07-31,INFY.NS,0.3333333333333333
2023-07-31,ICICIBANK.NS,0.5416666666666667
2023-07-31,LT.NS,0.6249999999999999
2023-07-31,SBIN.NS,0.8333333333333334
2023-07-31,AXISBANK.NS,0.375
2023-07-31,HINDUNILVR.NS,0.5833333333333333
2023-07-31,BHARTIARTL.NS,0.5208333333333333
2023-07-31,MARUTI.NS,0.5
2023-07-31,SUNPHARMA.NS,0.5
2023-08-31,RELIANCE.NS,0.75
2023-08-31,TCS.NS,0.20833333333333334
2023-08-31,HDFCBANK.NS,0.6041666666666666
2023-08-31,INFY.NS,0.375
2023-08-31,ICICIBANK.NS,0.5208333333333334
2023-08-31,LT.NS,0.5416666666666666
2023-08-31,SBIN.NS,0.8125
2023-08-31,AXISBANK.NS,0.5208333333333334
2023-08-31,HINDUNILVR.NS,0.6041666666666666
2023-08-31,BHARTIARTL.NS,0.625
2023-08-31,MARUTI.NS,0.3541666666666667
2023-08-31,SUNPHARMA.NS,0.5833333333333334
2023-09-30,RELIANCE.NS,0.75
2023-09-30,TCS.NS,0.2916666666666667
2023-09-30,HDFCBANK.NS,0.5833333333333334
2023-09-30,INFY.NS,0.3333333333333333
2023-09-30,ICICIBANK.NS,0.5416666666666667
2023-09-30,LT.NS,0.7083333333333333
2023-09-30,SBIN.NS,0.8333333333333334
2023-09-30,AXISBANK.NS,0.4375
2023-09-30,HINDUNILVR.NS,0.5625
2023-09-30,BHARTIARTL.NS,0.49999999999999994
2023-09-30,MARUTI.NS,0.5
2023-09-30,SUNPHARMA.NS,0.4583333333333333
2023-10-31,RELIANCE.NS,0.8541666666666667
2023-10-31,TCS.NS,0.3125
2023-10-31,HDFCBANK.NS,0.45833333333333337
2023-10-31,INFY.NS,0.3333333333333333
2023-10-31,ICICIBANK.NS,0.6041666666666667
2023-10-31,LT.NS,0.5833333333333333
2023-10-31,SBIN.NS,0.6666666666666667
2023-10-31,AXISBANK.NS,0.5
2023-10-31,HINDUNILVR.NS,0.5
2023-10-31,BHARTIARTL.NS,0.6458333333333334
2023-10-31,MARUTI.NS,0.5625
2023-10-31,SUNPHARMA.NS,0.47916666666666663
2023-11-30,RELIANCE.NS,0.6666666666666667
2023-11-30,TCS.NS,0.4375
2023-11-30,HDFCBANK.NS,0.5625
2023-11-30,INFY.NS,0.3541666666666667
2023-11-30,ICICIBANK.NS,0.6041666666666667
2023-11-30,LT.NS,0.5208333333333333
2023-11-30,SBIN.NS,0.7916666666666667
2023-11-30,AXISBANK.NS,0.5208333333333334
2023-11-30,HINDUNILVR.NS,0.4375
2023-11-30,BHARTIARTL.NS,0.5416666666666666
2023-11-30,MARUTI.NS,0.5833333333333334
2023-11-30,SUNPHARMA.NS,0.47916666666666663
2023-12-31,RELIANCE.NS,0.7083333333333334
2023-12-31,TCS.NS,0.41666666666666663
2023-12-31,HDFCBANK.NS,0.5833333333333334
2023-12-31,INFY.NS,0.5625
2023-12-31,ICICIBANK.NS,0.4791666666666667
2023-12-31,LT.NS,0.5416666666666666
2023-12-31,SBIN.NS,0.7500000000000001
2023-12-31,AXISBANK.NS,0.4375
2023-12-31,HINDUNILVR.NS,0.45833333333333337
2023-12-31,BHARTIARTL.NS,0.5208333333333333
2023-12-31,MARUTI.NS,0.5416666666666667
2023-12-31,SUNPHARMA.NS,0.5
2024-01-31,RELIANCE.NS,0.7916666666666666
2024-01-31,TCS.NS,0.29166666666666663
2024-01-31,HDFCBANK.NS,0.375
2024-01-31,INFY.NS,0.5625
2024-01-31,ICICIBANK.NS,0.3958333333333333
2024-01-31,LT.NS,0.5625
2024-01-31,SBIN.NS,0.7500000000000001
2024-01-31,AXISBANK.NS,0.6458333333333334
