income,loan_amount,credit_score,debt_to_income,employment_years,late_payments_12m,existing_credit_lines,loan_to_income,true_pd,default,lgd,ead,model_pd,expected_loss
673893.8208728362,1117608.4532183574,697.7957301810984,0.573786853669498,1.78955967533652,2,7,1.6584340419842643,0.2708983126280267,0,0.3029158066008169,1009479.1292729396,0.2380331812315482,72787.49635169556
565301.6577344276,1997563.426921424,675.2487596378884,0.09969137694804399,2.064180943681104,2,5,3.533623861863602,0.20345029909368784,1,0.5620594798326516,1955212.1706414944,0.1965947629194016,216046.93703128546
579883.7129146557,123205.9582285689,720.1390496341696,0.1592535660743509,8.113531242885664,1,5,0.21246666440983783,0.013270323792126735,0,0.4101569701925954,105659.8563134918,0.017727685939132213,768.2669687439791
659170.7514023294,927203.067017043,739.6379500228932,0.3115380024767336,2.433628468367246,0,2,1.4066204622163494,0.031957504042762,0,0.5871328355694065,812968.7463107595,0.030369616020502883,14496.0447149237
697738.2067112023,705894.19020339,604.515096399376,0.1782129933237904,4.275419821763605,1,5,1.0116891742687146,0.07864083575724622,0,0.4249229954697043,620648.5274798496,0.07337399691901646,19350.765090847646
1147241.9760793166,616924.6355930457,661.9226141587195,0.30589135560171693,0.9603496599372281,0,4,0.537745870928971,0.0465518218833044,0,0.34083939863228346,498755.98709560884,0.03930847476429716,6682.271318152853
816617.5967383292,698458.7456216302,697.4228293435788,0.3836330853436286,2.6318859891439366,2,3,0.8553069985405165,0.09584126348380527,0,0.44313351340360163,631613.0337321123,0.08933705729167289,25004.450940210394
541132.2766271146,2578582.1068978817,691.4102252231021,0.10735128866256137,3.708292861745536,1,6,4.765160420609581,0.2099887710883808,0,0.5855037333424602,2384302.9066428845,0.20777454546684723,290057.058034246
1128223.0909243347,527420.5929122416,775.2052989020668,0.16292362239805788,5.228523091953382,0,4,0.4674789916594727,0.007564764797213588,0,0.49174114973956046,437851.7319730348,0.009642713851181716,2076.169962406298
997953.5262150308,849814.4775439762,762.1214971121594,0.2792107622141894,2.5795939032359887,3,5,0.8515571669625677,0.06484999564045424,0,0.13449678407995924,776918.0854072715,0.07420718760701114,7754.130465882391
597116.0633615006,158235.84318900367,721.8559903799555,0.02,3.7145587023274196,0,4,0.2650001446924833,0.007813031430717012,0,0.4881022198602262,145858.11443093972,0.009370664214500552,667.1319705051019
726500.3326068474,232725.8754430127,643.9027119595416,0.3542963718846452,1.6169782434122564,0,2,0.3203382916673137,0.049994811474066786,0,0.2672112676361743,232947.9819637789,0.03993620340726023,2485.8819186722963
1440706.4283076092,951652.6593515704,667.3208853322159,0.26346884367105833,3.251014605997233,1,3,0.660545854903606,0.050470930115087534,0,0.4922019848569005,838423.792676109,0.047543583958884354,19619.994068380376
980893.1040469107,610671.6116845178,755.23701479021,0.4523016642078748,8.031472784224087,0,4,0.6225669333029716,0.019649200475989555,0,0.6705799939577022,496709.2412550247,0.022613846936840126,7532.294311130017
926951.5336838966,335084.1410713136,692.5150524876921,0.25682937742323436,6.22955307668553,0,3,0.361490465137503,0.017892380284426534,0,0.4045826600424804,305620.6769023382,0.019183456945005267,2372.0119380269384
717914.0039539798,290702.48012734775,722.1264769065407,0.44581570744167304,7.554716967077735,1,8,0.4049266047552717,0.040926271799623465,0,0.43364295928184654,266581.6366555308,0.0478808674931595,5535.088124172412
524692.890555091,571424.5001333681,743.856599010043,0.17632613675776987,0.42809614934098983,1,5,1.0890646898776122,0.033222922451171207,0,0.47569018116029516,464278.95844101394,0.03452212316845736,7624.312460652152
796686.2421236414,1010052.7203758291,723.0146438580268,0.05959089984390583,1.8009034247085292,1,5,1.2678174505479591,0.027432431927354537,0,0.5273270326169515,858921.1581672281,0.030394194064956366,13766.51361010484
1350676.1752059658,501980.2374467865,827.075154753295,0.28221739499899057,1.376614270435626,2,5,0.37165106386083924,0.02122126656768076,0,0.5964294656933208,410200.4541451954,0.02603306819205792,6369.136899632672
1327702.6585881882,472340.29792276595,716.1098973574354,0.5877467201644128,7.49691049629612,0,3,0.35575758989970596,0.03685240669835044,0,0.17226876916535938,433338.2139638322,0.03608212362573054,2693.5536483487735
1544811.4771765245,477742.8463636614,763.7431874021298,0.21951425017111315,10.431515356847768,0,3,0.3092564066372936,0.00587782514659121,0,0.38610786047913226,395287.2461579193,0.008395562548266542,1281.360248793433
2489024.4052789863,1249357.4501968247,718.2721344633662,0.09508015914639815,2.564474068175996,1,5,0.5019466452587027,0.019951847277742952,0,0.3980928840483097,1169423.0498781316,0.02264595958222077,10542.577255626586
1222374.0113324283,464350.4273073862,666.6523862206727,0.15179459884148094,6.212808612201189,1,3,0.37987589968575064,0.024669187721828075,0,0.4183016438275941,428086.934116518,0.0273120864423674,4890.760795815755
1295115.437437324,486945.4144863501,631.3094499238068,0.21207723684809524,3.9155921846614334,0,8,0.3759861093539898,0.03806715125270543,0,0.371625619023556,428990.554255566,0.03749929126786937,5978.282521691772
800212.5100132347,637289.3556248596,692.3519470353343,0.2536541082021216,7.620703868020975,0,3,0.796400140775504,0.020112217148022696,0,0.47634012325329395,509889.8219547013,0.022279122147927634,5411.175034986807
1050533.039918038,193555.47037711082,635.2074358622906,0.3430214748295032,3.4476851830218784,1,2,0.18424500993534854,0.06275665878683008,0,0.6495313761250319,164940.99040082947,0.05425935562161419,5813.040713166557
1176441.9931377447,1212575.1150796707,731.0363199252874,0.45749077572254576,6.77044222464537,1,4,1.030713900177563,0.05068555493255294,0,0.49193731781297306,1001703.4893449268,0.0539684946803756,26594.342656575813
701205.112257629,1789179.8177825832,722.1025846877347,0.5006214303435603,1.503356544348503,2,10,2.5515783991107335,0.304950183882752,1,0.25455810595371087,1729881.6415431567,0.2870932541342429,126423.06309510233
1262067.271329091,736397.4052661206,572.7837723627148,0.04276804072377218,7.311682608173943,5,2,0.5834850661253705,0.18061090382387393,0,0.46777909920121497,582902.4144705212,0.19722806871568152,53778.09197136293
734817.7063051732,384672.6410198558,714.1936489941271,0.728780009345825,7.4538209528975035,0,5,0.5234939737014168,0.06729325668948356,0,0.2809287519936381,389116.1148855124,0.06257574018384246,6840.398488688555
945709.6082327497,177574.06682748577,787.9498006919504,0.4463769956242869,4.663622761648788,2,2,0.1877680688465447,0.03158558687827435,0,0.423289660716811,139674.34420567716,0.035597769817324265,2104.636470965894
746298.4925845844,740413.2947637467,683.3519481359624,0.02958287465631878,3.157353765720052,3,9,0.9921141501968521,0.06995193833683751,0,0.4074078044867312,621050.0389675698,0.08527643778025076,21576.6982545383
1047772.2670210088,717234.4014674065,850.0,0.1320011610635349,12.902920720787694,1,6,0.6845327215107759,0.0034935508900241145,0,0.3210815732346446,613358.7501103217,0.006991462628801643,1376.8860126465847
1931941.029617013,1340599.5561638677,634.1367735619904,0.397131638629673,2.742560613731795,1,3,0.69391329011198,0.10440953289591044,0,0.4225888904189754,1136378.6823707786,0.08626309771116816,41425.35160484009
1211522.4247332625,451265.6538112315,561.3543730303869,0.14805344015879332,2.504561093149741,0,4,0.37247816845865267,0.05551847680008408,0,0.34724567512618704,357197.22793536074,0.04539582803662257,5630.680272288901
954323.1330793725,553224.2806210079,660.0623958391005,0.05938085720405971,7.492793811042932,0,3,0.5797033116402465,0.013046159095870317,0,0.4230381860948932,476310.7357393204,0.015194709455233373,3061.6979386731186
396369.4556797489,774360.1150416861,711.9145242465977,0.40634295317127916,5.621399122196817,0,4,1.9536321579414004,0.06053166424148551,0,0.22039367278328467,676177.9713891578,0.058659770819869984,8741.79267612486
1034094.7771014349,451903.564459859,596.7782289079098,0.3545386189571347,3.0808318119491367,2,4,0.43700401014164636,0.15941398082658956,0,0.4638114828787303,388369.3614581837,0.13498491170974664,24314.85501846914
581745.0978319974,714907.0427068217,718.028608300384,0.08347427224574902,5.2827386328359935,3,6,1.2289008456987123,0.053562110185576293,1,0.45615826853935804,711200.9794440416,0.06870511878428265,22289.328883150018
1990599.9966407265,455103.25098757504,707.3270281725513,0.28228412692822236,3.5441878183065416,1,4,0.22862616887149245,0.030459489238373886,0,0.38244771738722144,395281.63035657926,0.03156683211098356,4772.101868320009
772502.0089870736,1458306.923590804,736.1428480494657,0.6655089776244619,5.042894340760075,1,5,1.8877710434733719,0.1589830291665511,0,0.3004259706211051,1445345.5523980986,0.1451120906467974,63010.476293728265
519651.16542290954,490960.9017034389,772.5186960561986,0.41020665707776016,1.3922002280868604,3,4,0.9447893786668956,0.09693544298821373,1,0.38111370401869626,390251.3580554416,0.10004492891755534,14879.696340907103
617352.7919463054,1102231.4949162214,742.4902751086114,0.3960465840333803,7.382001841655352,1,4,1.7854159069099804,0.05398027051263847,0,0.46582573070593647,996646.2633815082,0.060140197416111554,27920.89697313699
1038053.5600949717,916212.2546458436,745.4731764019516,0.1489227511742254,6.540220860093974,1,3,0.8826252226927667,0.01558897506673748,0,0.36459930716760114,835267.9294635208,0.019714626808175297,6003.855155613181
368924.9334120997,992790.238793939,811.3843337671499,0.2788361331816908,9.741369928930796,0,1,2.691035896142492,0.0167177820839351,0,0.35126304565773153,863682.018265331,0.02196599123901001,6664.0331132485635
827457.5203660665,732344.6227915391,676.9252050676431,0.14079059628777513,2.3128314965371226,2,1,0.8850540417682716,0.0539088768198074,0,0.32074025950482093,607179.0460827784,0.05263084507309625,10249.68680701656
1066311.998913873,889319.0007264112,785.2302469657482,0.29657479856704233,4.295516599369143,1,5,0.8340138736432265,0.021711414561787046,0,0.36526773765104154,790833.8882668233,0.02604447172645587,7523.365110263916
1191754.731956116,712427.5592916773,662.152592727121,0.31876341919487555,10.666072281190257,3,2,0.5977971307253103,0.07352049227486852,0,0.5808034524842111,588472.4345268557,0.08693392969450764,29712.87152513317
759104.4253249771,454749.39258107357,648.1135816346903,0.06019545972113462,1.7054209954544115,3,5,0.5990603893349622,0.0822359913553854,0,0.41139323897460955,427811.15639079217,0.08534230175778956,15020.127106321226
566164.0458229262,469656.2763314282,808.3171062214848,0.15038766436977427,1.973746542169286,2,6,0.8295409780901526,0.020933155777990077,0,0.5797423865523137,468965.47423392406,0.027155822817850252,7383.102384892639
1388621.2216966967,1030795.8463070574,680.1072328456455,0.112863134056514,0.5397583815961556,1,5,0.742316068774732,0.039176641257687106,0,0.27914846649251646,934637.0965262762,0.03831117888326988,9995.482816844118
1123305.4906036975,644830.081979407,693.4176228836872,0.15517559233768288,4.274537057450719,3,4,0.574046942148263,0.0589429433935045,0,0.5227359955455204,546698.4820848495,0.06728877287881688,19229.71656222338
674210.2000231006,296458.52547498234,645.2248905377097,0.3147256467644766,2.7488336580599824,1,5,0.43971231147915696,0.07024272152570064,0,0.4460581656309971,240728.24805648363,0.06347729221526505,6816.115512528676
969681.245648658,1674520.4524899258,726.1280820125347,0.29129988825717795,5.054950721018011,0,1,1.7268772186779513,0.031596371524787004,0,0.4808765449228948,1373258.9604138802,0.031492776530802034,20796.82261321744
820046.5147185193,437503.4646829546,656.0099207625315,0.42814031105020306,2.6118282158602764,4,3,0.5335105470610134,0.25643980837432256,0,0.5873531194740023,445140.844756478,0.23492529904861317,61422.36205958877
1223918.2795111055,537494.0940168054,611.9315259113839,0.5087345111848423,3.93682826631402,0,5,0.4391584822407486,0.10175797083806737,0,0.3903214374270154,448622.2518927465,0.08069321958832255,14129.938098447066
582233.0796976235,869830.6134957621,719.2961394539388,0.24756868120156475,3.8889052254081866,2,4,1.4939560183483551,0.06972754428914069,0,0.1780451170144936,782739.7409216622,0.07439330838714242,10367.67380089582
501116.12767986185,577510.766438827,761.1287533623236,0.356118642207976,3.2013957465965595,0,3,1.152448972482023,0.02588555135810012,0,0.5148867618097286,556454.384487314,0.02615587567279064,7493.945993493636
1039781.4576419734,1094432.4944710298,686.0295590325876,0.03355453093641732,1.2333276965633548,1,6,1.0525601186935902,0.03367808539742945,0,0.4242912045860491,1107868.2463430313,0.03560397366877275,16735.95945616847
1137169.5358780078,636244.9137678202,657.0914043698785,0.09530659677580779,8.22242751148346,0,4,0.559498732329807,0.014501272548431456,0,0.48485284589788424,545571.7550479844,0.017148666722702887,4536.199928811007
723792.8642794695,703425.9948948286,659.3327018915863,0.23069522064160364,3.30138223961109,1,5,0.9718609143723517,0.061205664530582564,1,0.5682285134493419,662214.1571756318,0.05906165622773391,22224.249559092736
845107.5442920297,928740.9983553861,583.0240328515256,0.2370704460548343,1.710683568113884,0,4,1.0989619068344947,0.092707416680439,0,0.5920753377686412,944444.7972757141,0.07220105646113645,40373.5652582819
438834.7835542453,1550442.5452315668,801.7098195361025,0.1855266121695355,4.574323504846953,0,4,3.5330894526502665,0.03541884668801517,0,0.2188698621892369,1224519.5431665755,0.041114812071986175,11019.198202151125
497791.3625266435,1306335.1273415978,611.6045037800043,0.34676482542828024,10.08281788168708,3,3,2.6242623429844634,0.31150895311206456,0,0.3911088023990536,1302326.0324621887,0.3127974598256285,159323.75366460305
903549.5112800063,293360.2967518126,760.628756770512,0.5551359037713129,6.360262127161656,3,7,0.3246753975177587,0.09158170539704913,0,0.41407063268649413,290310.4288268527,0.10664665690339584,12819.89042615567
792906.6951240019,645223.048182945,738.4022354755738,0.25235309254963123,4.900455808531858,2,2,0.8137439778863756,0.03652436948404768,0,0.46053920209668553,544989.4612026323,0.04128224144570819,10361.3889776425
1130758.966021593,469141.615081212,656.3036142003286,0.1613527877657693,7.4073153057642065,2,3,0.4148909088307448,0.03879863599970089,0,0.3602225442661925,435033.17614991334,0.04454134939239289,6980.019523012596
753237.5332910003,618095.090586132,714.2354411517339,0.2925250155099066,5.36527017294742,0,4,0.8205845610024078,0.023432062900829637,0,0.20107806563768788,613284.3101159561,0.024865911640121093,3066.415057685566
1203095.733482363,676822.4402047506,683.4564270878709,0.5976681131107354,3.787648824373714,4,8,0.5625674012205885,0.33801117521216023,1,0.415737480097889,536854.2654467418,0.3280556606352492,73218.88707653912
505551.24061891786,1041501.4433684329,767.0630664562381,0.21586673774066437,7.4939540790443475,1,4,2.0601303284181074,0.028769761062447302,0,0.25329183769672103,900049.7889880285,0.0366027389166441,8344.519106858395
949125.0708460738,541262.3770379841,712.7439385228777,0.20323080549326317,1.1574015773196116,1,7,0.5702750814025904,0.0363232564459877,0,0.41248098992031473,437017.3177814743,0.03783782443444851,6820.696778242611
834978.9816279819,1019884.2593572341,744.1753360370686,0.41400281250501,3.053828689289181,0,9,1.2214490206313184,0.04607659066720629,0,0.5228304144544785,909920.8909971947,0.04754558941323516,22619.068484988293
653641.832044973,542820.7934996873,661.4315565946079,0.5304127664713141,3.105852885180498,1,6,0.8304560187058824,0.1397605021999892,1,0.6688320747919366,547219.3791650446,0.11933399781973483,43675.98934678468
1048668.963346845,496251.1307921725,783.4040390127573,0.403779881150512,4.266290514998316,0,2,0.47322000377352497,0.015223521809104098,0,0.5981541325209861,495646.8588570956,0.01627268079704986,4824.414023429934
942476.0578077274,749530.8405090248,673.0887974451543,0.24337109606838664,4.983943125850963,2,7,0.7952783885592721,0.07206962710227686,0,0.6851911583831873,699319.2510071354,0.07875376611950093,37736.23480615043
573332.3867948175,3249511.4372925917,646.4965433500792,0.4805166200497399,5.36248579866124,2,8,5.667761864036327,0.7553688219604359,1,0.5069996710296106,2697620.3262934606,0.7139492824525978,976463.1632322281
1408095.986906992,1107704.4021826363,790.6433307010245,0.23544222450849459,13.250497995619869,0,3,0.7866682473939915,0.005042755226782558,0,0.29430679258191395,1038406.5564250471,0.008096014849076112,2474.2239320572457
2321516.6336372145,2334767.0210097264,697.1056558394844,0.50675666429446,1.1766775550503525,1,1,1.0057076426593385,0.10542729816042404,0,0.5063091723217551,2339282.5947822453,0.08392547937461144,99401.35744265727
641859.3342411543,793845.37093331,683.5665417364032,0.03359339807969625,2.2533028526998815,0,9,1.2367902569678184,0.025840561187700912,0,0.5253000369700869,676404.1629523585,0.02855003455884894,10144.259292331692
797567.7117909788,190905.3242773429,775.4811453742894,0.12626659937032408,2.8106811530927747,0,1,0.23935939413677532,0.0064738846119176945,0,0.48742111704589297,188397.4395601159,0.00748584571258063,687.4169057836583
892970.6591760978,930984.7901183587,706.4048321876074,0.2331976114473859,4.637943972979299,3,8,1.0425704143261938,0.09372032041635572,0,0.3596516933742845,814471.3577909732,0.11008946851740013,32248.067988980816
1230916.1722836434,587227.8437708366,623.0817987993336,0.38147588780497116,2.156609125505724,0,5,0.4770656662032385,0.07431948720707711,0,0.3174826350394035,492631.3866681867,0.0600587693781503,9393.30628758773
1246740.9503841524,1289719.2621858686,682.4655431883568,0.25855541408946425,5.871173076033202,2,7,1.0344725275835958,0.07374430729641855,1,0.36822501721256307,1290927.481811557,0.08283220912444096,39374.4392257001
1071484.5215585497,587332.8074353884,758.2203735060094,0.12468494642468542,5.1901190129983314,2,5,0.5481486625500399,0.019384259891736692,0,0.38429651819811617,595166.3042099159,0.025848426964162514,5912.060963816837
1418826.8792528617,1128292.971172448,759.580647642367,0.26934335852047575,6.988476210646607,0,8,0.7952294868889109,0.014542523545366892,0,0.39250249862752035,1002416.720111978,0.018939276261675082,7451.678459234157
737405.4443182405,1110656.959094161,663.3627819721096,0.06482961017683901,3.3778373761482396,0,6,1.5061686452844212,0.03246325653337624,0,0.3313691221102072,1009411.1910595136,0.03354018476921492,11218.779268730881
771983.1233801676,317135.7468753773,655.9754340274073,0.2857264179470627,4.0860917378619135,3,7,0.41080658018375094,0.12074457379345228,0,0.27052589770594837,259075.44801479136,0.12613491812973426,8840.369842059194
1126431.1378333624,1217981.6941611785,621.8702640318478,0.12346289208443588,7.5429176405583425,3,7,1.0812748806854802,0.10856501000602098,1,0.6248453498392104,1210181.5602474627,0.12616603245645355,95403.7661800902
838794.1716547699,912715.4421756027,598.4318046895891,0.25714442903796664,6.259967923783464,1,6,1.0881280211747313,0.09662056156599802,0,0.4590963120512483,928437.3184872323,0.09243394008943236,39399.24125392635
672299.582360835,781086.4192613543,727.1070127864273,0.30286419475166076,3.523711712968483,2,3,1.1618130365610304,0.06460376926891782,0,0.3240480657252008,754192.0016096921,0.06692187827499434,16355.33625682867
816826.6730716281,812955.2842006955,687.9061943235204,0.45170376113579447,5.351599668515504,3,5,0.9952604524331037,0.16918161503288903,0,0.48166379133798054,773982.3667215777,0.17059196746460104,63596.56284654342
882463.4997342735,893980.9018911286,719.8069561341057,0.2834900639361826,4.824907070579992,0,7,1.0130514204387187,0.02778964611704474,0,0.34430088434694456,741242.626960471,0.030508205847601964,7786.014223736941
342394.3662772572,2421955.6459565493,774.6717833877775,0.0553367163854791,1.8305714085767724,1,7,7.07358497830933,0.3130405496124861,0,0.3421071018847682,2407733.380121185,0.32084161231474356,264278.0987376006
546795.1108016807,933155.9053045404,609.3238327559849,0.1935552104984525,2.2747835738004785,3,0,1.7065915310332582,0.22306470848586188,0,0.4208211828443183,761582.6208958536,0.19149919911445115,61373.59735137262
959177.8706670603,412243.1097061663,754.7866493431266,0.31503972327821567,8.54238017131228,1,2,0.42978796979487427,0.015643082283123895,0,0.5219922219220848,380884.6797180383,0.019679959681793112,3912.746760339002
1294021.2744532207,487380.7650133629,708.1883350172928,0.1864051959665498,6.3267938006718865,4,5,0.3766404576457231,0.06778707916603371,0,0.30125375863232573,413432.3885422882,0.08658167144927019,10783.57929616767
1053919.115432318,1209074.7143816703,803.6970862277715,0.29352783302408714,4.15786706880757,0,3,1.147217748190958,0.013511049208977029,0,0.45608031093997753,1166933.8399323353,0.01568460994163955,8347.593284082008
1275901.145775237,800665.4501276428,797.9926806803223,0.22644858790243283,5.999370856418024,1,5,0.6275293762207251,0.012163144077249204,0,0.14727113173231482,790873.047466046,0.016518031639349638,1923.9008794492822
815176.8969968236,1272143.9989759652,643.410062196894,0.5466770161876882,1.0014589172000312,3,5,1.560574157170848,0.44321479134468816,0,0.3891750708016563,1051534.5381221753,0.37470336800574333,153340.24460548823
379967.82846927847,1236467.6558106614,720.881148654509,0.263356915547972,7.2681868904211875,0,4,3.254137753693096,0.06315845717960475,0,0.4038181844935067,1153925.5906462718,0.06747528715671691,31441.873655989097
940467.6166651086,942786.3354863647,690.3002786759339,0.1403043640786217,4.785144403573453,2,2,1.0024654956536176,0.04372255127884344,0,0.46126247630932227,834294.7164612848,0.04775859735584901,18378.885949378346
781137.2026883372,265668.0618241749,661.4410267714613,0.44378786431918915,5.034851309241467,2,3,0.3401042235728372,0.099429566636203,0,0.3675492799865601,231927.88918389243,0.09289566050902073,7918.883954618978
1096585.682883687,438277.241567548,850.0,0.5060669446440847,3.482648433203948,2,4,0.3996744152404143,0.02904660888685374,0,0.2931922133848778,367190.3992238551,0.03472627353502285,3738.5391356825003
1105083.2872832692,751907.5867553713,704.2970109705012,0.1570465018934691,4.960880717804499,2,6,0.6804080700594585,0.03883701110616184,0,0.41000761165932376,743904.4403735154,0.0463673841219144,14142.352752312829
692933.1376802066,476093.21449859574,678.0516713346341,0.24856188871494425,2.590935651303695,2,8,0.6870694856540633,0.08192659896809786,0,0.19611200748857768,457852.60548417235,0.08500876674101514,7632.970624733327
1325848.7685214826,1341216.9562698351,647.2498060333512,0.41189187751996026,2.297817942369272,2,5,1.0115912071672324,0.17951387194990304,0,0.5806323790164221,1341375.0357176582,0.156188729961648,121646.93292398765
1406085.1149361061,702536.0010128114,660.2351714551082,0.09854983719319951,9.722517610279711,2,6,0.4996397398351915,0.02989373715712936,0,0.37045053041600967,627469.1029631775,0.04011001416543375,9323.42286201816
785151.0592065081,694010.6483085174,567.5810523660712,0.4665107947696811,4.145128230689745,3,4,0.8839199032730093,0.3867843799474364,1,0.5991011031206729,541636.4162799817,0.32685683229932194,106063.39945678005
1317498.4076393477,320929.8853477316,761.3074913322293,0.3304529266861306,5.3541261673498335,3,7,0.24359034021358986,0.04816892547482545,0,0.284047882951803,272735.39233647246,0.06155910903184245,4768.978685575333
735444.5775846016,641340.4028800079,729.727769727427,0.5406547612071997,4.166786603044095,0,5,0.8720445053607476,0.05135983330221408,0,0.42071204675369106,530427.10607966,0.04798353878158469,10707.866088388706
1203046.74709889,400610.1888145835,612.0821726590543,0.27752203631923184,2.9843763874859643,1,5,0.33299636093164514,0.07718161627949968,0,0.30464022889777276,352018.7124598383,0.06806691424965043,7299.431978833783
891381.2550341112,1750819.2297136663,697.2959823632357,0.028917742050110277,8.072271017002771,3,3,1.9641642897759457,0.05821585356757326,1,0.4822865104652203,1747402.5746582337,0.07571991962698556,63812.86308086604
406381.1102913512,540093.5607091356,631.5070868304521,0.5119746058783333,3.5802123866330446,3,6,1.3290321499489002,0.37035495622234743,0,0.32548575656266704,470486.49074511207,0.3300939910467128,50549.488433741215
1116982.3987011018,1056943.414970906,850.0,0.29026762034158954,1.7868117456871675,0,3,0.9462489437613225,0.009578101290255351,0,0.40315235037526165,997996.2001165214,0.011241743771957108,4523.053931546485
859048.2716178352,582554.4885742518,760.721103752881,0.15118653432814821,4.602500979422086,0,4,0.678139410579494,0.009776816590328072,0,0.5350963083571524,563752.1010640565,0.01188679137885214,3585.789315795913
568366.9274033004,1234925.5202361906,797.0486560242052,0.2988672440771723,5.837747587842993,0,7,2.1727610469493683,0.0254796835834703,0,0.3558269440819693,983225.4138454491,0.03152559341175433,11029.484034363551
1037339.8821898126,731613.552241979,765.6117015960671,0.2928888672591416,1.7999891809322415,0,7,0.705278534840048,0.0205454389402194,0,0.6210191124299962,712219.3304459963,0.022231032170747726,9832.825910659181
945426.8072895894,379647.0551102498,736.9760810201391,0.37520074166648937,2.6952667627742963,1,5,0.40156155101910684,0.037982582968255,0,0.27740573912022143,361625.06114241545,0.03872478640608288,3884.749261854102
1381401.5688849008,3017517.833116361,675.526810052696,0.18492498025565535,2.2303834125265753,4,3,2.184388595672561,0.25350633855366705,0,0.26098880401704105,2893751.2451339057,0.24983239236037402,188682.58571085808
1003579.5203196302,552648.0643336179,743.4887273718844,0.46272812095261545,7.4840040991769206,0,3,0.5506769051620394,0.02184883568590698,0,0.6858240522940334,515969.82029781863,0.023770592227090256,8411.569042590514
649112.3222542913,546490.52671116,531.4279889222734,0.31347843071264697,6.125700648086334,3,11,0.841904410030705,0.3631473701245572,0,0.39483613747806134,507709.0614810699,0.3471007284841499,69580.46624662114
714087.7857454949,778364.804472255,701.7390779772741,0.35954664434313116,5.333787048154016,2,1,1.0900127687517525,0.07465436162146037,0,0.49681906702665646,718370.0600377341,0.07435890209273613,26538.687919022355
1340678.7292962896,753655.3511090173,725.1780125969773,0.31003690265715134,7.400051128813533,1,4,0.5621446321480794,0.02515287235699649,0,0.2980259763725681,644169.4156204457,0.029721938320320735,5705.994507079226
986682.3426402009,928960.6408524539,749.9192325340065,0.13870207208840424,8.228362716545753,0,7,0.9414992046647018,0.009943224590088482,0,0.31948707281171695,935087.816942833,0.013957677728229909,4169.834858482244
