,hedge_ratio,spread,zscore,position,strategy_return
2020-08-28,0.9428380373438244,0.2048285906247962,-0.9408306060109688,0.0,-0.0
2020-08-31,0.9149569778236565,0.35225349190357225,-0.6946350698385794,0.0,0.0
2020-09-01,0.8900878600389899,0.5035885670075659,-0.4455345460786342,0.0,0.0
2020-09-02,0.9023286714737421,0.4398096410000978,-0.534827783384387,0.0,-0.0
2020-09-03,0.9136233609267169,0.39546434606655634,-0.5925942255414144,0.0,0.0
2020-09-04,0.9085573822998851,0.40837592307802417,-0.5598440100408529,0.0,-0.0
2020-09-07,0.9109196974836571,0.419493570113608,-0.5303920146072183,0.0,0.0
2020-09-08,0.9262692409843126,0.35582067687495833,-0.6147735161907664,0.0,0.0
2020-09-09,0.9485652944510599,0.2536995834896336,-0.7556292094582406,0.0,0.0
2020-09-10,0.978798938468876,0.10704166070416754,-0.9594578513027853,0.0,-0.0
2020-09-11,1.011147115964752,-0.05640566597638941,-1.1788476841421964,0.0,-0.0
2020-09-14,1.0359849036169668,-0.18065384919234617,-1.3313108613907496,0.0,-0.0
2020-09-15,1.0716001689803822,-0.3486638913748026,-1.5491099908039707,0.0,-0.0
2020-09-16,1.1005778217295241,-0.5501882519129193,-1.802427902755479,0.0,-0.0
2020-09-17,1.0791299341272667,-0.43421563929657747,-1.626930348070762,0.0,0.0
2020-09-18,1.0729069386684846,-0.3453403447491086,-1.5134587716906729,0.0,0.0
2020-09-21,1.1033838322341074,-0.5142736352964601,-1.7788243925767733,0.0,-0.0
2020-09-22,1.0958004851371048,-0.4862237637783968,-1.7357317121759779,0.0,-0.0
2020-09-23,1.0780563183695453,-0.38069149905256516,-1.566750964863609,0.0,0.0
2020-09-24,1.0870337249431168,-0.4100621843682024,-1.586632499440561,0.0,0.0
2020-09-25,1.0901166717236324,-0.41010220779125817,-1.5566834962462783,0.0,0.0
2020-09-28,1.1047310831007555,-0.4534830619764989,-1.5835758230742951,0.0,0.0
2020-09-29,1.1031217786484846,-0.4688087249332531,-1.5568634976775952,0.0,-0.0
2020-09-30,1.0997753166854234,-0.4211761380390886,-1.4431518855760754,0.0,0.0
2020-10-01,1.1192422797888273,-0.5339480748876291,-1.535014720428527,0.0,-0.0
2020-10-02,1.128797663592207,-0.5892748422009264,-1.5444411028109564,0.0,-0.0
2020-10-05,1.1410151165919542,-0.6633600136956979,-1.5741861770414716,0.0,-0.0
2020-10-06,1.1356231362185913,-0.6536629975215629,-1.5005575808360974,0.0,-0.0
2020-10-07,1.1153266726476705,-0.5723121065114256,-1.3478150565935734,0.0,-0.0
2020-10-08,1.0868584669868437,-0.4282545326817484,-1.1303896209140485,0.0,0.0
2020-10-09,1.0755198738991663,-0.3740236423192398,-1.0290560770697912,0.0,0.0
2020-10-12,1.0654604006201704,-0.31903732773710125,-0.9300535584176115,0.0,0.0
2020-10-13,1.0597997146885676,-0.27695114788638886,-0.848423187017915,0.0,0.0
2020-10-14,1.037483536203802,-0.17884350325168796,-0.6980282613761777,0.0,-0.0
2020-10-15,1.0145766189842733,-0.07709432099459956,-0.5407435654827457,0.0,-0.0
2020-10-16,1.0137742754724817,-0.08086851167703912,-0.5205091071073024,0.0,-0.0
2020-10-19,1.0179257868272606,-0.11583669019270104,-0.5437933960603835,0.0,-0.0
2020-10-20,1.0315747535045723,-0.1656192815963342,-0.5897694430861435,0.0,0.0
2020-10-21,1.032884277046379,-0.16745530717074342,-0.5674137934883307,0.0,0.0
2020-10-22,1.0457232336304458,-0.21333534459459447,-0.612552778055059,0.0,0.0
2020-10-23,1.0971833220148923,-0.4574920086270824,-0.9697427033145303,0.0,-0.0
2020-10-26,1.1075132593663257,-0.49011722773483957,-1.0017000689190918,0.0,0.0
2020-10-27,1.109120655974977,-0.49297930624763175,-0.9948810046948398,0.0,0.0
2020-10-28,1.1232713576332538,-0.5912596422691081,-1.1610215372207393,0.0,-0.0
2020-10-29,1.139509617569924,-0.6821380152264638,-1.3057899935271806,0.0,-0.0
2020-10-30,1.1420964039447075,-0.6895074313389369,-1.2948067943239305,0.0,0.0
2020-11-02,1.1369810311782456,-0.6445190076221019,-1.1874851586285753,0.0,0.0
2020-11-03,1.1395744360120634,-0.6571825537365577,-1.1915055114838426,0.0,-0.0
2020-11-04,1.140720311597614,-0.6874573341484913,-1.2303140818434715,0.0,-0.0
2020-11-05,1.1486145215622747,-0.7042180079769054,-1.2344753543510483,0.0,0.0
2020-11-06,1.142440777472674,-0.6999197404110324,-1.2001515267612333,0.0,-0.0
2020-11-09,1.130291332867681,-0.6218945625733214,-1.0083280079176342,0.0,0.0
2020-11-10,1.1315851602693976,-0.6261483339994074,-0.999121340600576,0.0,0.0
2020-11-11,1.1372760999113292,-0.6745537973099136,-1.09867200840057,0.0,-0.0
2020-11-12,1.1913470361277363,-0.9513405832883697,-1.7376327043789281,0.0,-0.0
2020-11-13,1.216863407618339,-1.0652093018898157,-1.95020777987479,0.0,0.0
2020-11-16,1.2135889647113915,-1.0212654970573984,-1.7855936716834455,0.0,0.0
2020-11-17,1.2127933023786466,-1.0183658675051896,-1.727742845065127,0.0,-0.0
2020-11-18,1.2204061866026903,-1.0255095398181266,-1.682480254082781,0.0,0.0
2020-11-19,1.2085157708285392,-0.9705763538571013,-1.4906689573899652,0.0,-0.0
2020-11-20,1.1915970020670024,-0.8881860543893785,-1.246284646557086,0.0,0.0
2020-11-23,1.1635546590574846,-0.7877918098182795,-0.9698419328757946,0.0,-0.0
2020-11-24,1.148207571915282,-0.7391725236096507,-0.8278283117485415,0.0,-0.0
2020-11-25,1.1802831665011295,-0.8742978933847878,-1.1706311435265175,0.0,0.0
2020-11-26,1.1993658327093095,-0.9660385472160069,-1.4051537720285983,0.0,-0.0
2020-11-27,1.2273017948729508,-1.0856584372830183,-1.7275691600800345,0.0,0.0
2020-11-30,1.2308149343679682,-1.0874128302225659,-1.7273051765638585,0.0,0.0
2020-12-01,1.2367753163667308,-1.1020309716996657,-1.7648884833501066,0.0,0.0
2020-12-02,1.239601542257236,-1.1184766498039345,-1.7985019482387774,0.0,-0.0
2020-12-03,1.2454067206311958,-1.1098954378611987,-1.7343122113227287,0.0,0.0
2020-12-04,1.1956751154271663,-0.92043063587675,-1.0734284405680419,0.0,-0.0
2020-12-07,1.1911645218347857,-0.8640036971150318,-0.853141697441677,0.0,0.0
2020-12-08,1.148270385587641,-0.6825243264185898,-0.21167887577895142,0.0,-0.0
2020-12-09,1.1362397868009115,-0.6208919928135863,0.0057256065740095,0.0,0.0
2020-12-10,1.133829830139574,-0.5954760821680001,0.10341938347069782,0.0,0.0
2020-12-11,1.1154849283853965,-0.5164163934603936,0.3907874363353237,0.0,-0.0
2020-12-14,1.099593953737349,-0.46331885958456187,0.5727922914103567,0.0,-0.0
2020-12-15,1.1092026461608058,-0.5242522289593108,0.3624292568450135,0.0,-0.0
2020-12-16,1.136454222068122,-0.6486055158492103,-0.05728267164976463,0.0,0.0
2020-12-17,1.1441905032531117,-0.6747028427582977,-0.13431920300570382,0.0,0.0
2020-12-18,1.138977190881782,-0.6710040345683108,-0.10642457978327004,0.0,-0.0
2020-12-21,1.1378892700704866,-0.6665151376972087,-0.07811633132332096,0.0,-0.0
2020-12-22,1.1302373525644174,-0.6379071900353317,0.03424215181982479,0.0,-0.0
2020-12-23,1.130990732935535,-0.6070545343173528,0.15677155764471226,0.0,0.0
2020-12-24,1.0716749173025968,-0.316529524649221,1.17808632372817,0.0,0.0
2020-12-25,1.004471362859628,-0.010445536725471882,2.14534644626731,-1.0,-0.0
2020-12-28,0.9342560755117395,0.32450826171400937,2.9780318052535915,-1.0,-0.011632807670806282
2020-12-29,0.8775601378026028,0.5641471057403153,3.3057575101679095,-1.0,0.02103820633697146
2020-12-30,0.8697177833041002,0.6195293019485648,3.1098714686125986,-1.0,-0.019537843145854446
2020-12-31,0.8498342494855758,0.6927752144655841,2.993637411471291,-1.0,0.01798837924310921
2021-01-01,0.8410403487753545,0.744097044949906,2.852965986906011,-1.0,-0.01072113107889993
2021-01-04,0.817006422920572,0.8049142463462258,2.7529314775970186,-1.0,0.04887403073023946
2021-01-05,0.8351867275795863,0.7102127993709608,2.3997419390956987,-1.0,0.01102929917039049
2021-01-06,0.8621897452912561,0.6030969343189456,2.0878306760335046,-1.0,-0.017033259042543953
2021-01-07,0.8809690930420645,0.5215272643020503,1.8656768084129611,-1.0,-0.004729570941484009
2021-01-08,0.8929852456461349,0.4799692778004907,1.7332688873005817,-1.0,-0.01370897617147463
2021-01-11,0.8985994918997919,0.44681338617680133,1.624028637600993,-1.0,0.007250975655529703
2021-01-12,0.9184535678002432,0.3385552024325458,1.3960194826984635,-1.0,0.017003464318924272
2021-01-13,0.9524628579680869,0.20944441296003546,1.1480716063993048,-1.0,-0.026370974552327037
2021-01-14,0.9525391120480933,0.20321968029438864,1.114740107311508,-1.0,0.006094546477461556
2021-01-15,0.946476669144744,0.24043377907311214,1.145571405683188,-1.0,-0.009196727310373708
2021-01-18,0.9397857779216287,0.28108305301107706,1.1785724175611811,-1.0,-0.0100303676092761
2021-01-19,0.9261650798761215,0.33684132182017024,1.232717367975789,-1.0,0.006635796616357258
2021-01-20,0.916901518538813,0.38106796306432766,1.2625149003556093,-1.0,-0.0016992479165460136
2021-01-21,0.9089987480165088,0.41129409668723316,1.2667967841581274,-1.0,0.005736162577713325
2021-01-22,0.9145842461252599,0.3859838472767825,1.1850001226556168,-1.0,-4.992665765756344e-05
2021-01-25,0.9173235563789762,0.39055665812562435,1.1534201296607773,-1.0,-0.01727137470786997
2021-01-26,0.8973177363361026,0.48698679853142224,1.2612736130920856,-1.0,-0.005305337153563468
2021-01-27,0.8789851233043829,0.5592495746716057,1.3253281964554469,-1.0,0.01114894624073022
2021-01-28,0.8792075261445216,0.5267006413374453,1.2310728137947775,-1.0,0.03128518376202534
2021-01-29,0.8911019291898752,0.456724145164781,1.0870264539859915,-1.0,0.01543861873008644
2021-02-01,0.923133663343763,0.30010582230701477,0.8225365458491689,-1.0,0.01063443115909392
2021-02-02,0.9538285187092451,0.18883542980816515,0.6327204410771333,-1.0,-0.02882733173825438
2021-02-03,0.9615855856140391,0.18983795553239613,0.6128279435041849,-1.0,-0.036908065707327416
2021-02-04,0.9585131064823725,0.1923686110679217,0.5923866784156918,-1.0,0.011457600218133964
2021-02-05,0.9769145433322904,0.12532362587550683,0.46576513294036637,0.0,-0.017033508601503017
2021-02-08,0.9897511484781123,0.058616273747089664,0.3391287980110507,0.0,-0.0
2021-02-09,0.9904158402207393,0.0527076674504654,0.30639731805934545,0.0,-0.0
2021-02-10,0.99373626238373,0.021737569387965117,0.23300726626233537,0.0,-0.0
2021-02-11,0.9847058992501463,0.10659763571645176,0.34709864655228095,0.0,0.0
2021-02-12,0.937523779459707,0.31642084816090765,0.6674201588197193,0.0,-0.0
2021-02-15,0.8917874509768201,0.5141742137931438,0.9649295033662039,0.0,-0.0
2021-02-16,0.8821055337795077,0.5611170751037067,1.0096258005573617,0.0,0.0
2021-02-17,0.8836733749269416,0.52421278554736,0.9175592800228837,0.0,-0.0
2021-02-18,0.9008890385516856,0.44632969783602316,0.7590184159038966,0.0,-0.0
2021-02-19,0.919061641149116,0.34577306765292715,0.5602355772100406,0.0,-0.0
2021-02-22,0.9465884642532287,0.25982665799340143,0.38034774035714897,0.0,0.0
2021-02-23,0.9437431437227777,0.24634162970417162,0.3269203944570282,0.0,-0.0
2021-02-24,0.9463016312506143,0.22760100062840394,0.25999751388767556,0.0,-0.0
2021-02-25,0.9443308078673689,0.24918721215319817,0.27176888060408183,0.0,0.0
2021-02-26,0.9336049645953556,0.32958041142797967,0.41453120546334077,0.0,0.0
2021-03-01,0.9358309716359826,0.31788547805657696,0.3605898368504681,0.0,-0.0
2021-03-02,0.9270347577372001,0.3387637107482604,0.3815521938190396,0.0,-0.0
2021-03-03,0.9166161396253961,0.4119241636483624,0.5297648462980047,0.0,0.0
2021-03-04,0.9106699819404066,0.4614627355992127,0.6262441747504247,0.0,0.0
2021-03-05,0.8951428499039252,0.5005298926212935,0.6997196104609176,0.0,-0.0
2021-03-08,0.8739484767964807,0.5689820820925089,0.8508129150888956,0.0,-0.0
2021-03-09,0.8539921596324935,0.6602225644151085,1.0684015362975692,0.0,-0.0
2021-03-10,0.8534607402099549,0.6630588883278286,1.0650452467196712,0.0,0.0
2021-03-11,0.8416645833630048,0.6897300856194435,1.140418543474425,0.0,-0.0
2021-03-12,0.8361786920128995,0.7218651353120391,1.2497456262294995,0.0,0.0
2021-03-15,0.8523766193797179,0.6665046849239116,1.0921698368221449,0.0,0.0
2021-03-16,0.8693202772723143,0.5595639657623792,0.7230198695457708,0.0,-0.0
2021-03-17,0.8631958024479356,0.5962197551523243,0.9107339599328144,0.0,0.0
2021-03-18,0.8441450166095825,0.7098205749184734,1.4669352976936403,0.0,0.0
2021-03-19,0.8244719148012151,0.8069028839916479,1.8951696981592574,0.0,0.0
2021-03-22,0.8173719381222636,0.8504712869139737,2.000914172122427,-1.0,0.0
2021-03-23,0.8085745644360869,0.9100430991829325,2.1739601987882784,-1.0,-0.01879918192763277
2021-03-24,0.8091508086306523,0.8897617634845045,1.9984469305949066,-1.0,0.017502224186306363
2021-03-25,0.7928565847921472,0.950413863263313,2.1814947623847276,-1.0,0.013822050897860065
2021-03-26,0.7875270889929097,0.9804369853451216,2.2268069578421064,-1.0,-0.005648279376465398
2021-03-29,0.7876026385145427,0.9741848937738946,2.1411212863600237,-1.0,0.00588576010630804
2021-03-30,0.8066568781962278,0.8776672259415057,1.7019503200484372,-1.0,0.009330476445425298
2021-03-31,0.8267614207936019,0.7502968959250391,1.1621254289538734,-1.0,0.03501222107083176
2021-04-01,0.823159881177991,0.7965065866598025,1.3111840534730614,-1.0,-0.030078646321041305
2021-04-02,0.8321450705961296,0.7479239893171159,1.0885598691087162,-1.0,0.007422510495502601
2021-04-05,0.8241288616692624,0.7870719500230385,1.2052969235024285,-1.0,-0.002325703837849828
2021-04-06,0.8136613171997229,0.854890523914738,1.414476452501746,-1.0,-0.019403998890457522
2021-04-07,0.8070751509912059,0.8865674507489545,1.4787286326014841,-1.0,-0.0014821985226798448
2021-04-08,0.8081372667181514,0.8925932227299764,1.4470871097424856,-1.0,-0.011022827155594333
2021-04-09,0.822344899698875,0.8013334962242951,1.0665665588261706,-1.0,0.02585826256653998
2021-04-12,0.8167648695065035,0.8161037831058877,1.0850161613271676,-1.0,0.010888652203681659
2021-04-13,0.799347238605224,0.9131454002420956,1.3956244997986895,-1.0,-0.017221113173762084
2021-04-14,0.7955926167139512,0.9377364519820031,1.4306793240108855,-1.0,-0.007350515530508736
2021-04-15,0.8023804232676951,0.9036082988544085,1.2610672354284322,-1.0,0.0025980084701122037
2021-04-16,0.8009965535060469,0.9054509047281334,1.2242885840312274,-1.0,0.004613367050854699
2021-04-19,0.7953823852826807,0.9224487859466031,1.2406874436932616,-1.0,0.009029575995477625
2021-04-20,0.7871748667102323,0.9680976380995134,1.3530376624530083,-1.0,-0.00762485852745474
2021-04-21,0.7895067176717442,0.9355327347744287,1.2024850151874693,-1.0,0.021538030880088113
2021-04-22,0.7659759362750219,1.0348155877300855,1.4864052890757065,-1.0,0.010291762868976243
2021-04-23,0.7348398751862318,1.2115138078547059,1.9744546888075794,-1.0,-0.03258564585117931
2021-04-26,0.7223268909228615,1.259475829175153,2.0219338142074705,-1.0,0.010246708886670312
2021-04-27,0.6896481420825279,1.4229899967923934,2.390578103441226,-1.0,-0.011468695369388555
2021-04-28,0.6843157017333087,1.4198780665734825,2.2524169397209155,-1.0,0.027759299087086055
2021-04-29,0.6678286087438564,1.5197495389280617,2.398980007202282,-1.0,-0.02299786465777839
2021-04-30,0.6681816398215107,1.5593929881094382,2.376313907767861,-1.0,-0.042135514173897395
2021-05-03,0.7007152365841806,1.4014003373346213,1.868698291974739,-1.0,0.00626230432379089
2021-05-04,0.7304490687704641,1.2372698925970833,1.376123061155509,-1.0,0.023917055393695555
2021-05-05,0.7356758129464948,1.2205064511805421,1.3023013978219393,-1.0,-0.007711513782516562
2021-05-06,0.7384011353025258,1.206377370859375,1.2324759061832158,-1.0,0.0013788261778852648
2021-05-07,0.7583333910110066,1.1372032418467586,0.9954807793347394,-1.0,-0.024477326092529422
2021-05-10,0.791876445890486,0.9952066161358601,0.5489918728743024,-1.0,-0.01482521433711903
2021-05-11,0.8195768436235501,0.8551096634287392,0.11419658722177828,0.0,0.01125087943861834
2021-05-12,0.851689388356896,0.7190213503771683,-0.30799927887579764,0.0,0.0
2021-05-13,0.8616069860738063,0.6881552573583862,-0.41795717025011714,0.0,0.0
2021-05-14,0.8787798551320353,0.5663084240202609,-0.8132836401654667,0.0,-0.0
2021-05-17,0.8618725985714517,0.6208804679159989,-0.6783382186278236,0.0,-0.0
2021-05-18,0.8697622996845958,0.6045070887735395,-0.769064093151631,0.0,0.0
2021-05-19,0.8667616467347875,0.6075264193027916,-0.8036894494851382,0.0,-0.0
2021-05-20,0.8590204320635836,0.6548304362441364,-0.6890097687404846,0.0,0.0
2021-05-21,0.8625326772876996,0.602481066832441,-0.9064502952220556,0.0,-0.0
2021-05-24,0.8657971657690282,0.5586762475899336,-1.1003092773676584,0.0,-0.0
2021-05-25,0.8517200136853056,0.6616506871315466,-0.7665194824577763,0.0,0.0
2021-05-26,0.8518502730349383,0.6971059944710443,-0.6663057312686529,0.0,0.0
2021-05-27,0.8694576413302074,0.6106006648534095,-1.0180425607851749,0.0,-0.0
2021-05-28,0.8964566359754977,0.5035458931766188,-1.4316705035955206,0.0,0.0
2021-05-31,0.9184357400123908,0.395512650718163,-1.8067734121089871,0.0,-0.0
2021-06-01,0.9311712531471285,0.3195984284957074,-2.010933069952028,1.0,-0.0
2021-06-02,0.9347145680285348,0.30891500677859973,-1.9690624035125315,1.0,0.005887008592807933
2021-06-03,0.94163413578833,0.27435348312650554,-2.001535502046621,1.0,-0.0022665111772921043
2021-06-04,0.9267343384664142,0.3083758646040611,-1.8099843374301574,1.0,-0.035052032526269816
2021-06-07,0.901079868468573,0.4228947170897026,-1.3915944735618808,1.0,-0.005418542250429409
2021-06-08,0.887377271954439,0.49997294495682354,-1.1285663898555722,1.0,0.013085938797571407
2021-06-09,0.8696017797091102,0.5981581428625269,-0.8039929896492499,1.0,0.014861339197151595
2021-06-10,0.8554681090392151,0.6938145332465013,-0.4864950936309628,0.0,0.030587588231023952
2021-06-11,0.8611670647293561,0.6536089233308848,-0.6090953967187491,0.0,-0.0
2021-06-14,0.8659685054429178,0.6250033018145604,-0.6881827459816835,0.0,-0.0
2021-06-15,0.8729222911162983,0.5813498161801105,-0.8093264152316156,0.0,-0.0
2021-06-16,0.9062591372412908,0.42715481048777004,-1.2701350866732624,0.0,0.0
2021-06-17,0.9267351234086181,0.34973136795955284,-1.4618176015009692,0.0,0.0
2021-06-18,0.9312894112868368,0.33097026723212863,-1.4628785208831259,0.0,0.0
2021-06-21,0.9431964087414841,0.2787555685776386,-1.559673873725362,0.0,0.0
2021-06-22,0.9383255857237769,0.27891253872995314,-1.4997163224993164,0.0,-0.0
2021-06-23,0.9348369546931714,0.329196565118834,-1.3082374201191302,0.0,0.0
2021-06-24,0.8536620955137583,0.6814907980427667,-0.2616559614002965,0.0,-0.0
2021-06-25,0.8231019602510616,0.8318295814080261,0.1780734947906999,0.0,0.0
2021-06-28,0.776145275309669,1.0546133620226246,0.8178216209827465,0.0,0.0
2021-06-29,0.7365335209622571,1.2730707739300295,1.4141725973947237,0.0,0.0
2021-06-30,0.669436835886901,1.5629993466590242,2.131209933782255,-1.0,-0.0
2021-07-01,0.6089497729180412,1.8017613114487903,2.5889568137966683,-1.0,0.03901917341982198
2021-07-02,0.6115388230639557,1.7892641081951757,2.386819732204923,-1.0,0.0005644493051080487
2021-07-05,0.5809038515365619,1.9068980550275487,2.488698520941522,-1.0,0.02346566055711402
2021-07-06,0.5565128098796056,2.033162629763888,2.579297439104112,-1.0,-0.013697906765318691
2021-07-07,0.5503351003228175,2.0834938661871294,2.5017985189354532,-1.0,-0.021508112804245465
2021-07-08,0.5510253777380625,2.0638256442893583,2.306943850598605,-1.0,0.016497393282966726
2021-07-09,0.5623995424677825,2.0160018252101555,2.0917023031877595,-1.0,-0.004741254758734375
2021-07-12,0.57210270094186,1.96139644268982,1.8931576867594564,-1.0,0.00975677888672091
2021-07-13,0.5809288510712439,1.9131207752388888,1.7285819098488082,-1.0,0.007393623178473193
2021-07-14,0.600154825157851,1.81151820991645,1.4900957816778795,-1.0,0.01264759671202595
2021-07-15,0.621793217516719,1.7396838220798223,1.322346242742502,-1.0,-0.029172147880602017
2021-07-16,0.620927204748702,1.757985393340388,1.3199401263532984,-1.0,-0.014051038079699492
2021-07-19,0.6230222224298851,1.728721846681355,1.2418648719284595,-1.0,0.019729334553866096
2021-07-20,0.6286723086547809,1.7257226283798275,1.2179376641041453,-1.0,-0.023618851494940963
2021-07-21,0.6357130473992918,1.6896660127244822,1.141682478689907,-1.0,0.0033021039110732626
2021-07-22,0.6638328600685462,1.5274877998760141,0.8706722085002674,-1.0,0.03172045476334348
2021-07-23,0.6819506642264155,1.4661928696902304,0.7727267552964663,-1.0,-0.022912918447068158
2021-07-26,0.6734867061490675,1.5339233488322441,0.8797370929069265,-1.0,-0.028661730116077408
2021-07-27,0.6382731342148236,1.6928305238280221,1.1211293642040632,-1.0,0.0037587770096829155
2021-07-28,0.636528755993273,1.7107693062763114,1.125895689168135,-1.0,-0.009934720596064326
2021-07-29,0.6200488161249331,1.7523309437868817,1.165981537802183,-1.0,0.03383246853252513
2021-07-30,0.6322534061593944,1.682360548399854,1.0289114511663162,-1.0,0.013602416770782473
2021-08-02,0.624847489495548,1.7448084289042503,1.0974345143486144,-1.0,-0.028552464362139637
2021-08-03,0.6062029398494159,1.8416355629623595,1.2103620329838998,-1.0,-0.011057291315687126
2021-08-04,0.5706716237417648,2.0092539880086533,1.4178332404874805,-1.0,-0.0037777365873247325
2021-08-05,0.5458832564698024,2.0956077919115446,1.490589316858434,-1.0,0.027810308201391028
2021-08-06,0.5204433796865757,2.2241040629085282,1.6160243838305466,-1.0,-0.01045132093643186
2021-08-09,0.4971872537971493,2.34281761201374,1.714464981921388,-1.0,-0.01226706207707317
2021-08-10,0.49069687973384946,2.3653863703103926,1.672839084408793,-1.0,0.0072318022940987565
2021-08-11,0.4783877644903857,2.4274848686832957,1.686320155620957,-1.0,-0.005595027729912612
2021-08-12,0.4661551577959112,2.4804694601998936,1.6850793165747147,-1.0,0.0031759817444428555
2021-08-13,0.4405247765481758,2.5786357769658816,1.7406490526071503,-1.0,0.019259173309805526
2021-08-16,0.47144460080634665,2.4463667523758033,1.5019399728301706,-1.0,-0.009923270259759087
2021-08-17,0.5325047954192709,2.1409185266644726,1.0567827094654574,-1.0,0.0236885416345692
2021-08-18,0.5787799265246822,1.9232650611312967,0.7401770653758774,-1.0,0.0056999128105565105
