,portfolio_return
2019-08-28,-0.00589072523988673
2019-08-29,-0.007472515113562707
2019-08-30,0.02229615114763104
2019-09-02,-0.010619316090677783
2019-09-03,0.00560801462310675
2019-09-04,0.023297279658453983
2019-09-05,-0.007970479076418346
2019-09-06,-0.011646827579889768
2019-09-09,-0.005785344012364691
2019-09-10,-0.01316922550931065
2019-09-11,0.01814038687607722
2019-09-12,-0.001262734657095422
2019-09-13,0.02539945990155832
2019-09-16,0.0040748445179693005
2019-09-17,-0.003118234284912569
2019-09-18,0.02012578139301633
2019-09-19,-0.012611160289321006
2019-09-20,0.014989263560957367
2019-09-23,-0.02256518155677603
2019-09-24,-0.014808521345045067
2019-09-25,0.014685070168119896
2019-09-26,-0.010863720965185009
2019-09-27,0.005334918858569292
2019-09-30,-0.005894062482122158
2019-10-01,-0.0037400467509839273
2019-10-02,-0.003530066747035765
2019-10-03,0.014989900729265572
2019-10-04,-0.008128866577877657
2019-10-07,0.010273440799021384
2019-10-08,0.0016489118100613985
2019-10-09,-0.013328910102037673
2019-10-10,0.0015880480141105434
2019-10-11,0.0045320664243945425
2019-10-14,0.001471675276734113
2019-10-15,-0.01743601494636251
2019-10-16,-0.005205391740704902
2019-10-17,-0.011313019672811654
2019-10-18,-0.006121135522778187
2019-10-21,0.006895364051217978
2019-10-22,0.01880542023457551
2019-10-23,0.032626539339243366
2019-10-24,-0.00011022993426145194
2019-10-25,-0.0002937402904010844
2019-10-28,0.0075499336192343496
2019-10-29,0.008075015654324835
2019-10-30,-0.017192415878375444
2019-10-31,-0.002060018112727746
2019-11-01,-0.009953084036158778
2019-11-04,0.012150721566799923
2019-11-05,0.0062650452392976515
2019-11-06,-0.0010790262807749418
2019-11-07,-0.019905039710272854
2019-11-08,0.009342205694853134
2019-11-11,-0.007091910963767257
2019-11-12,-0.002351722708608628
2019-11-13,-0.011545174448044898
2019-11-14,-0.011284357697167626
2019-11-15,-0.020463479551838547
2019-11-18,-0.0047475944370740375
2019-11-19,-0.00476933232375164
2019-11-20,0.0035351134180154004
2019-11-21,-0.01235670695818129
2019-11-22,0.01000284879157839
2019-11-25,-0.0029232159198884448
2019-11-26,0.015186771901237184
2019-11-27,0.010714649902219032
2019-11-28,0.0007493007486073294
2019-11-29,-0.0016133005963813282
2019-12-02,0.001996640790440118
2019-12-03,0.003915448407265121
2019-12-04,-0.01481734357042187
2019-12-05,0.01018218622887308
2019-12-06,0.0022621714722171286
2019-12-09,-0.02849105908146638
2019-12-10,-0.003966647500989545
2019-12-11,-0.002340705884924982
2019-12-12,0.002801546240887587
2019-12-13,0.002670564056684632
2019-12-16,0.0028529616431708428
2019-12-17,0.0002559623313612925
2019-12-18,-0.0029052916961824935
2019-12-19,-0.006153171377361662
2019-12-20,-0.010143368336384058
2019-12-23,-0.003632866449099142
2019-12-24,-0.0023749682310165382
2019-12-25,-0.025330110862155475
2019-12-26,-0.0028823738456616793
2019-12-27,-0.0026050935709011347
2019-12-30,-0.0009910441747465527
2019-12-31,-0.024476048076822268
2020-01-01,-0.012180156498282446
2020-01-02,-0.018495705796147555
2020-01-03,-0.0011081109988137722
2020-01-06,-0.012724946134823617
2020-01-07,-0.006671997447297411
2020-01-08,-0.013720359281065353
2020-01-09,-0.03219321104512188
2020-01-10,-0.029591781800563342
2020-01-13,0.0038470176188251663
2020-01-14,-0.00656266306219987
2020-01-15,-0.017393093595029264
2020-01-16,0.00625840437114924
2020-01-17,-0.01062788565832914
2020-01-20,-0.014039929656068754
2020-01-21,-0.011533273975077378
2020-01-22,-0.023069002707762173
2020-01-23,0.0006532513826245923
2020-01-24,-0.01562744252117977
2020-01-27,-0.01581871783469357
2020-01-28,-0.018886176810339002
2020-01-29,-0.02661799997367042
2020-01-30,-0.036244493959196364
2020-01-31,-0.00034161484903900106
2020-02-03,0.005138886924608127
2020-02-04,0.0036956279856829974
2020-02-05,0.011380467240347936
2020-02-06,-0.006037978484404871
2020-02-07,0.0003211401950742655
2020-02-10,0.0030884222430570983
2020-02-11,0.006179375695639805
2020-02-12,0.01599267806347503
2020-02-13,-0.0015646986993917591
2020-02-14,0.014010336863693462
2020-02-17,0.014620072380789674
2020-02-18,0.009505716198192028
2020-02-19,0.006458159889475335
2020-02-20,0.004605533016689522
2020-02-21,0.01712886219715164
2020-02-24,0.011878707378476905
2020-02-25,0.00728366879989335
2020-02-26,0.02713186584480697
2020-02-27,-0.00814699004215037
2020-02-28,-0.013602802181753377
2020-03-02,0.013523179031228839
2020-03-03,-0.0009356715058821239
2020-03-04,0.013421378671897587
2020-03-05,-0.014855169332501177
2020-03-06,0.005915877628636268
2020-03-09,0.01760337875798538
2020-03-10,0.01823034836517895
2020-03-11,-0.001421949781983883
2020-03-12,0.006863289482777768
2020-03-13,0.015680128413368778
2020-03-16,0.0372924340663261
2020-03-17,-0.0015396081437612677
2020-03-18,-0.0020505658307308715
2020-03-19,0.023015182981842176
2020-03-20,0.0006114779687650894
2020-03-23,-0.00913896640425782
2020-03-24,0.00236845895230507
2020-03-25,-0.017626942977323534
2020-03-26,-0.006509067762479565
2020-03-27,0.020872508852298383
2020-03-30,-0.0038847469337699447
2020-03-31,0.005675945902088465
2020-04-01,-0.013323906069360635
2020-04-02,0.007971321612232091
2020-04-03,0.0038197618772331074
2020-04-06,0.026374388965913653
2020-04-07,-0.004192200088201304
2020-04-08,-0.0017583314698841662
2020-04-09,0.0008403956647007051
2020-04-10,0.012272807523685569
2020-04-13,-0.011445727489594371
2020-04-14,0.0008534264509869937
2020-04-15,0.028579339837498642
2020-04-16,0.009205353880265933
2020-04-17,0.003577017665678295
2020-04-20,-0.008913022084054534
2020-04-21,0.014832422205632901
2020-04-22,-0.012913903734696515
2020-04-23,-0.01596512121975044
2020-04-24,-0.01168496853241513
2020-04-27,0.01755388133004999
2020-04-28,-0.004330254696769193
2020-04-29,-0.003714864629507913
2020-04-30,-0.000597985749224361
2020-05-01,-0.0008796475014696773
2020-05-04,0.012395384723582826
2020-05-05,-0.024888308642265197
2020-05-06,0.016625866769778383
2020-05-07,0.00549045155195011
2020-05-08,-0.009342826606208566
2020-05-11,-0.004054295338386632
2020-05-12,0.006499334394111178
2020-05-13,0.0048025157505678095
2020-05-14,-0.008177950131398066
2020-05-15,-0.016401094772323467
2020-05-18,-0.019563969036778723
2020-05-19,0.03170868949962462
2020-05-20,-0.0008427261677997453
2020-05-21,0.009651229180346554
2020-05-22,0.005644100600254676
2020-05-25,0.01341917818281294
2020-05-26,0.0034039105375634378
2020-05-27,-0.006717606239061941
2020-05-28,0.010409075938654899
2020-05-29,0.0034495076082929014
2020-06-01,0.012752746049553277
2020-06-02,0.0015785250386626869
2020-06-03,0.006997176775771153
2020-06-04,0.0032898306606859774
2020-06-05,0.010506115734345907
2020-06-08,-0.02139449022449713
2020-06-09,0.002992687606261502
2020-06-10,-0.0008009644688936664
2020-06-11,0.013080231490308836
2020-06-12,-0.0013264346627776204
2020-06-15,-0.011640136919535965
2020-06-16,0.003944222060399089
2020-06-17,0.00412994196624203
2020-06-18,-0.0035481157659779327
2020-06-19,-0.007047347722260856
2020-06-22,0.012686420998634694
2020-06-23,-0.009305129740018306
2020-06-24,0.000990755908510632
2020-06-25,0.018743899912300202
2020-06-26,-0.0016412403683945813
2020-06-29,0.0005803999976716936
2020-06-30,-0.0006738914826685703
2020-07-01,0.017251769341774657
2020-07-02,0.020551276652319327
2020-07-03,-0.0012232069077597438
2020-07-06,0.010568598877160362
2020-07-07,-0.007698421503111574
2020-07-08,-0.006382450880706287
2020-07-09,0.008424931756221731
2020-07-10,0.0029638650602163146
2020-07-13,-0.00861405442349874
2020-07-14,-0.014312078109511146
2020-07-15,0.011998234332390778
2020-07-16,-0.00764420623060158
2020-07-17,-0.007787119762204969
2020-07-20,-0.0017303499788429318
2020-07-21,0.011576700938088203
2020-07-22,-0.02587186885754302
2020-07-23,-0.0011006577936722938
2020-07-24,0.008832446418010398
2020-07-27,-0.014362374990121468
2020-07-28,-0.008707843164557567
2020-07-29,-0.002129001604523173
2020-07-30,0.017168129268471853
2020-07-31,0.0019236173254576
2020-08-03,0.003993092633952755
2020-08-04,0.012468698331764626
2020-08-05,-0.01717754361292307
2020-08-06,-0.009356299293530386
2020-08-07,0.003676315874638081
2020-08-10,-0.0035676934043134823
2020-08-11,0.014322993206691859
2020-08-12,-0.009522037612241917
2020-08-13,-0.010801796201324449
2020-08-14,0.00652838564549359
2020-08-17,0.010636951528767258
2020-08-18,-0.004320224639133891
2020-08-19,0.01439720433732691
2020-08-20,-0.019408717507089626
2020-08-21,-0.002269695939728389
2020-08-24,0.010151559801993615
2020-08-25,-0.02093191571782387
2020-08-26,0.000933021714270915
2020-08-27,-0.005678165278165459
2020-08-28,0.0032185020028256415
2020-08-31,-0.009158017665730035
2020-09-01,-0.015924752064889282
2020-09-02,0.01575852570762311
2020-09-03,0.005496096903823145
2020-09-04,0.006198527477729266
2020-09-07,0.003833453501080407
2020-09-08,-0.016979180310828523
2020-09-09,0.010350866362663535
2020-09-10,-0.01638733627335544
2020-09-11,-0.004590490935243225
2020-09-14,0.019329441811743366
2020-09-15,0.019446794274810365
2020-09-16,0.014465758865225144
2020-09-17,0.018422057741417364
2020-09-18,0.004232782594584684
2020-09-21,0.003751840674317669
2020-09-22,-0.0028546147395048798
2020-09-23,-0.008991538388684502
2020-09-24,0.002221618996347147
2020-09-25,0.018907577359700344
2020-09-28,-0.011191001737217071
2020-09-29,0.011151761655889814
2020-09-30,0.008027141820176074
2020-10-01,-0.01582907091562627
2020-10-02,-0.01479370455289063
2020-10-05,-0.0053874385737645684
2020-10-06,0.007591801974322987
2020-10-07,-0.0021264485040970007
2020-10-08,0.017560425078381715
2020-10-09,0.0026832176248120457
2020-10-12,0.018021428755354785
2020-10-13,-0.0008282594349364237
2020-10-14,-0.007984447899721303
2020-10-15,0.01191160645267726
2020-10-16,0.0008849983036511909
2020-10-19,-0.014270250226502402
2020-10-20,-0.004821120288906783
2020-10-21,-0.0004361625753103727
2020-10-22,0.004437670309964415
2020-10-23,0.0039070144326436955
2020-10-26,0.010843921488630592
2020-10-27,0.02188907690562312
2020-10-28,-0.015463375692661397
2020-10-29,-0.008241618808286487
2020-10-30,0.029862547714017716
2020-11-02,-0.0006586663007150163
2020-11-03,-0.00630307248617798
2020-11-04,-0.0031760575057429965
2020-11-05,-0.006000006797279578
2020-11-06,-0.009543900663091059
2020-11-09,0.020525504561870356
2020-11-10,-0.014160899151042322
2020-11-11,0.0023523297343245987
2020-11-12,0.012732208733181262
2020-11-13,-0.0031223879571055276
2020-11-16,0.004174341903119267
2020-11-17,-0.007951413937631047
2020-11-18,0.006072933210779186
2020-11-19,-0.013246331649005917
2020-11-20,0.0074293003954443056
2020-11-23,0.0011146763531866724
2020-11-24,0.0055620810771076345
2020-11-25,-0.007427481822232807
2020-11-26,0.008186883434887238
2020-11-27,-0.001843752006355881
2020-11-30,-0.0060937550678819685
2020-12-01,0.0011049942797847932
2020-12-02,-0.00886937415757564
2020-12-03,0.01684538674813222
2020-12-04,0.010828179931823455
2020-12-07,0.018131515299264322
2020-12-08,-0.004758999122319613
2020-12-09,0.005257669094345307
2020-12-10,-0.013765258960080984
2020-12-11,-0.0068725245076126824
2020-12-14,-0.007437473563314806
2020-12-15,-0.0020009213601044577
2020-12-16,0.011134187001640494
2020-12-17,-0.008313806035827898
2020-12-18,-0.003615831290713811
2020-12-21,0.014053367700763608
2020-12-22,-0.001994336149085873
2020-12-23,-0.012114073216620658
2020-12-24,-0.02227777504675038
2020-12-25,-0.010918665374996656
2020-12-28,-0.0053750592179181884
2020-12-29,-0.0083841888508645
2020-12-30,-0.009693887716903077
2020-12-31,-0.008644483959909731
2021-01-01,0.006344851003271668
2021-01-04,-0.010383571859843154
2021-01-05,0.003954530489792795
2021-01-06,0.008124250939692525
2021-01-07,-0.02016575515691373
2021-01-08,-0.017958816023806737
2021-01-11,-0.003057978079254675
2021-01-12,-0.004044103091101885
2021-01-13,-0.005263388235029793
2021-01-14,0.009633058647347804
2021-01-15,0.013046993308731936
2021-01-18,0.003316223930690754
2021-01-19,0.021244532878824864
2021-01-20,0.00400955809759897
2021-01-21,0.017563932019505946
2021-01-22,0.0029751371064910604
2021-01-25,0.0011139318015356838
2021-01-26,0.0035722632785871846
2021-01-27,-9.465139119033713e-05
2021-01-28,-0.004792839841583074
2021-01-29,-0.011267202854660208
2021-02-01,0.007396051192739395
2021-02-02,0.018587790644621294
2021-02-03,0.006328775374034668
2021-02-04,0.011284926111111239
2021-02-05,-0.008763729781588903
2021-02-08,-0.004856075152981915
2021-02-09,0.013960325497097406
2021-02-10,0.012925296923034301
2021-02-11,-0.019572265350670484
2021-02-12,0.010239681641646882
2021-02-15,-0.004087690497064339
2021-02-16,-0.01571541715803368
2021-02-17,-0.021556656322133893
2021-02-18,-0.007721284478180846
2021-02-19,-0.010037461231562983
2021-02-22,0.0004222895716361196
2021-02-23,0.013519053494894628
2021-02-24,-0.00046990542277042247
2021-02-25,0.01300712009970964
2021-02-26,-0.014881692804411234
2021-03-01,-0.007935701231395864
2021-03-02,0.009518843596664934
2021-03-03,-0.01105636782804711
2021-03-04,-0.005609090917718218
2021-03-05,-0.007985182471553009
2021-03-08,0.008317279475703343
2021-03-09,0.00545239207686139
2021-03-10,0.020195462278596144
2021-03-11,-0.0015964789819984228
2021-03-12,0.006189142957250487
2021-03-15,0.0008077306205610643
2021-03-16,-0.010372389779978158
2021-03-17,0.006174900843004172
2021-03-18,0.008186164437426247
2021-03-19,0.002927829716853702
2021-03-22,-0.012643036465362335
2021-03-23,-0.01353263721664898
2021-03-24,0.004423951237116647
2021-03-25,0.01498729062914169
2021-03-26,0.0033953724949010943
2021-03-29,-0.016495896088225912
2021-03-30,0.008089296871427076
2021-03-31,0.007677693504600425
2021-04-01,0.000938157667976169
2021-04-02,0.005707098365136998
2021-04-05,0.0014930576294397981
2021-04-06,0.0012581230698717415
2021-04-07,-0.017264206312829964
2021-04-08,0.0057673220514188
2021-04-09,0.031684990395200674
2021-04-12,0.003222338074760983
2021-04-13,0.013585120063361534
2021-04-14,0.021484301753235693
2021-04-15,0.002466866338205643
2021-04-16,0.00448959100815402
2021-04-19,-0.003431149897648
2021-04-20,-0.005101905355369812
2021-04-21,-0.009073150708743472
2021-04-22,0.006752940845957989
2021-04-23,0.03548346332578403
2021-04-26,-0.003077215199176043
2021-04-27,-0.014115196858507201
2021-04-28,0.01184944923685808
2021-04-29,0.013551833791559843
2021-04-30,-0.003351010646059466
2021-05-03,-0.007772708337050177
2021-05-04,0.005586629407979493
2021-05-05,-0.01206994894900243
2021-05-06,-0.004120832411501785
2021-05-07,0.007010899977883467
2021-05-10,0.0014736747128330401
2021-05-11,-0.010581914295143791
2021-05-12,0.007553293704221365
2021-05-13,-0.002016890655411924
2021-05-14,-0.017118088365214494
2021-05-17,0.010919550535855494
2021-05-18,-0.008938422383271348
2021-05-19,-0.002561849044974563
2021-05-20,-0.010826275707196903
2021-05-21,0.0011570896083263789
2021-05-24,0.0016477974601696364
2021-05-25,-0.021106725407649088
2021-05-26,0.0052025381544756
2021-05-27,-0.004645348277706357
2021-05-28,0.0058436802341023
2021-05-31,-0.012335671962548972
2021-06-01,-0.011773625278797162
2021-06-02,-0.022456097700623068
2021-06-03,-0.017042571420790704
2021-06-04,-0.017243721529828386
2021-06-07,0.004338256408978935
2021-06-08,0.016573042006586537
2021-06-09,0.008292500668164216
2021-06-10,0.00998930570073121
2021-06-11,0.008326837471769821
2021-06-14,0.022408226158124357
2021-06-15,-0.0018815464365053046
2021-06-16,0.011953233886457271
2021-06-17,0.011891678070270695
2021-06-18,-0.025555665213995694
2021-06-21,0.006900980769029452
2021-06-22,0.0005553984151237534
2021-06-23,0.015538750941549785
2021-06-24,-0.011688441837576075
2021-06-25,-0.01106544378327246
2021-06-28,0.00448871714611534
2021-06-29,0.01440640472212348
2021-06-30,0.003353245774267405
2021-07-01,0.02264665902736648
2021-07-02,-0.006010803193408176
2021-07-05,0.01403838242683369
2021-07-06,0.015867531769983925
2021-07-07,-0.01573809967371697
2021-07-08,0.003197810170437687
2021-07-09,-0.017346751817591495
2021-07-12,-0.031964382791746265
2021-07-13,-0.016360949119273237
2021-07-14,-0.005235430128857927
2021-07-15,-0.0022216342885989612
2021-07-16,0.009531902871481795
2021-07-19,0.014762628184353487
2021-07-20,0.0014011353872203816
2021-07-21,0.019009826733794567
2021-07-22,-0.013712218687373923
2021-07-23,-0.01278868192131316
2021-07-26,-0.0012202437092814103
2021-07-27,0.001073061651386481
2021-07-28,-0.004935689070335874
2021-07-29,0.02662115609920944
2021-07-30,-0.013161649349027589
2021-08-02,0.004769345770889799
2021-08-03,-0.011493519208226104
2021-08-04,-0.006136682293391288
2021-08-05,0.012056920718046715
2021-08-06,0.006352524937299597
2021-08-09,-0.01885346730909382
2021-08-10,0.02495428166729129
2021-08-11,0.002322789269218728
2021-08-12,-0.013975664832736528
2021-08-13,0.008106446366576004
2021-08-16,-0.008934398071076943
2021-08-17,-0.010867247315909812
2021-08-18,0.004270602976772687
2021-08-19,0.014405070476979902
2021-08-20,0.02098378886685386
2021-08-23,-0.008537105112545235
2021-08-24,-0.016201626576909045
2021-08-25,-0.0031481185240378137
2021-08-26,0.00785231981559451
2021-08-27,0.022404545377635077
2021-08-30,-0.005177025689388653
2021-08-31,-0.013173682356035322
2021-09-01,0.002246198851740233
2021-09-02,-0.007865922383800501
2021-09-03,0.00045214477731699313
2021-09-06,0.012623054197184748
2021-09-07,0.0034474447645979345
2021-09-08,-0.00914814362361916
2021-09-09,-0.0030790389037981536
2021-09-10,-0.02375654061425913
2021-09-13,-0.00821220981454695
2021-09-14,0.008317131882967255
2021-09-15,-0.009841717006603422
2021-09-16,-0.004694092190318567
2021-09-17,-0.008150153004002302
2021-09-20,-0.006213786338968253
2021-09-21,-0.006306367232527821
2021-09-22,-0.006379801401207447
2021-09-23,0.01045872416151854
2021-09-24,0.008018163905802223
2021-09-27,0.004606994379146778
2021-09-28,0.014264286563699748
2021-09-29,-0.005987072334917448
2021-09-30,0.000559468319125295
2021-10-01,-0.011996092939312931
2021-10-04,-0.017777346261183685
2021-10-05,0.00952742037447099
2021-10-06,-0.015697888897201834
2021-10-07,-0.002408272609899142
2021-10-08,-0.01934078122554867
2021-10-11,-0.016784109646745822
2021-10-12,0.004296267794471064
2021-10-13,0.00019929771443675777
2021-10-14,-0.00782009040887086
2021-10-15,0.016764473529666035
2021-10-18,0.016209218007989502
2021-10-19,-0.008122878517650107
2021-10-20,0.0015026283888192162
2021-10-21,0.00027693001465369806
2021-10-22,-0.009317903665478244
2021-10-25,-0.013023883127167147
2021-10-26,-0.0025222846817968157
2021-10-27,-0.0016355215907299658
2021-10-28,0.02071877706974672
2021-10-29,0.001045684513754486
2021-11-01,-0.01532855974841776
2021-11-02,-0.012266588041010768
2021-11-03,-0.003392501450094932
2021-11-04,0.006137154386946909
2021-11-05,-0.006027668931610586
2021-11-08,0.00023412367095622735
2021-11-09,0.014336974526442526
2021-11-10,-0.01653047444964813
2021-11-11,0.013193001197755815
2021-11-12,-0.007754484511691907
2021-11-15,-0.0018200688261011677
2021-11-16,0.0002133134368312633
2021-11-17,0.002426396767360983
2021-11-18,0.007856826297776965
2021-11-19,0.0021252833307279506
2021-11-22,0.027192810562036995
2021-11-23,-0.017889386773611876
2021-11-24,-0.009115066562114655
2021-11-25,-0.019525968796635693
2021-11-26,-0.0006348265816339513
2021-11-29,-0.003968656180473778
2021-11-30,0.0035091811042277433
2021-12-01,0.001080826544412789
2021-12-02,-0.007119622904784246
2021-12-03,0.004095192917314416
2021-12-06,-0.014082167164115266
2021-12-07,-0.01866161095377283
2021-12-08,-0.003726134541827842
2021-12-09,0.010613457597915616
2021-12-10,-0.010081722306729195
2021-12-13,-0.006607250744010285
2021-12-14,0.009553702301172829
2021-12-15,0.0031774846050621314
2021-12-16,-0.01153193299668266
2021-12-17,0.005410261479766392
2021-12-20,0.006189419460607226
2021-12-21,0.0012978756437900644
2021-12-22,0.0009551020836754743
2021-12-23,0.0018106767235310408
2021-12-24,-0.011216166359889946
2021-12-27,0.0004592005613468285
2021-12-28,0.001045550728747608
2021-12-29,-0.007209123113855043
2021-12-30,-0.014041524719552004
2021-12-31,0.010221260053642529
2022-01-03,-0.0006046191382631958
2022-01-04,0.017506603185711365
2022-01-05,0.0011535150550693542
2022-01-06,-0.031875974241183734
2022-01-07,0.006236842382770136
2022-01-10,-0.013549659217358945
2022-01-11,-0.018395065190782944
2022-01-12,-0.00643934213707631
2022-01-13,-0.015753244789377445
2022-01-14,0.00494922662884646
2022-01-17,0.014299162787961929
2022-01-18,-6.701565482030748e-05
2022-01-19,0.003194613521642387
2022-01-20,0.004462131049088924
2022-01-21,0.007457832407796949
2022-01-24,0.001529203401081641
2022-01-25,-0.007734319476252673
2022-01-26,-0.004053358379591055
2022-01-27,0.0025472285892096827
2022-01-28,-0.014972401769729549
2022-01-31,-0.0009625484187729572
2022-02-01,0.000521193314978707
2022-02-02,-0.008253370221507678
2022-02-03,0.003081038603343716
2022-02-04,0.02002470125624627
2022-02-07,-0.0019967222234345055
2022-02-08,-0.005369691587662002
2022-02-09,-0.019168775424415276
2022-02-10,-0.031786252838850476
2022-02-11,0.0017155529207158453
2022-02-14,-0.0011561946015820003
2022-02-15,-0.0040674640348664255
2022-02-16,-0.014611389862581481
2022-02-17,0.003071330396143745
2022-02-18,0.0044543386394279355
2022-02-21,0.005564462324963515
2022-02-22,-0.007711524699562716
2022-02-23,0.033800586957917184
2022-02-24,0.005462827951191375
2022-02-25,-0.013961318033302528
2022-02-28,0.004401555861158846
2022-03-01,0.00036739972398145446
2022-03-02,0.009256171935569034
2022-03-03,0.005387719570884597
2022-03-04,-0.015826771019531328
2022-03-07,-0.0011758093210650744
2022-03-08,-0.013230719520681972
2022-03-09,-0.002868872173473669
2022-03-10,-0.0006241788825169959
2022-03-11,0.011988309035656886
2022-03-14,0.011084331194291797
2022-03-15,-0.008391614163640732
2022-03-16,0.025137961962930656
2022-03-17,0.004610970795623614
2022-03-18,-0.0011688183325223203
